msno,churn_probability
qUVMTzmliDleu9/sFx7smt/7noJfwvM3oSrIfSj8idQ=,0.22172533
25Qxeyfmvf4KZ6NlpMF0JoIB5fo4RrJSLqW8qg2Br4g=,0.015331731
FHjx5k6DdP3R50zUKVKiWhcuvUj4+oOvenYbMbObbt8=,0.9103631
smFBhyYKpUkvyrdK20TwCqIFsme2zXJME/OogsqJ0B8=,0.007712262
5lZeR2OGblRV2ztwlURaZB0eyK81MtwTf3zqrzPatzM=,0.006258525
dNPeaKLGv9ypkmOyFHcRAtLZEvusMqC5A/w7/XCyORE=,0.6044379
WdGy7As+FP3lq5o3lZLLPaZf0TknvtGRPC2E7BqCQso=,0.026321238
vpmNBMMPtxDqLtsXjZBjyDHI9DhwzpTfzA0vRnJM5BQ=,0.00984907
PcqlWGSfHce7lhJYdpugFwRUFwyAgy+jePKw1Tt8mc0=,0.0147845745
l1Hc43vzU77l7p+nVmCIhSpKFgBKsjFcdaUzRM5p5cA=,0.9946523
KxRvazb74DNOFqmUq+sAObMWptpgbMslKjMtJnK4zBo=,0.77961296
apGkWQbRnaqqdROZWLkYgpK1zX+vegy692zaRpnv43Y=,0.02374828
PyzfxMPzbPaWPlx5qViYQMWGDgc5VGH5a+jucXwdeZU=,0.011085012
G7TiVD4PhQZDbVDBvTxjmWSnvFbxlQxuv4NlgyO4Or8=,0.017053004
3MLhPwU4shQuuCapwoku/7q5c8uN99S+xF+1B0v2bqs=,0.046291396
gJSa+2AVlnB7R3tIl5EggkqJ1OohTCl9OnQRzJY4XTM=,7.7200704e-05
f+Cbz89h8aqHNu+W7pqdUE25lvRcRF7Hb2ROVnGoOVA=,0.0029509894
v7Z1Wewq8nV9gfXqOVT0/DVVy0p8ev8N4xsGxvtr+Ms=,0.027343873
31JF1hbTZO0KYRY82zjoM+RH03S1mC0dLo2tneNB+yc=,0.0082474165
DajMV9SISZn1LEfYSjojwI5bt87K726k4Pscq7fkyVs=,0.0069814227
hqLvEChdKUL00GRNvWSCSCLw9oqzc++OuWLvqhy0Exk=,0.015877174
sleHd02kYaj5JJfh6GXS+jKbUjnWOSJ7XjYBKYdT2Q0=,0.00036216516
pT7sKywsRpn3QCAnz68289QNtMzn9aXZVsrymtJZxTY=,8.757336e-05
H7SyRrSFrfQ9GYV2vjHuBuTIodwJo1vsRZoHvLbhqt0=,0.01921739
FmG5bkMey5wbC5h8hXfJyefqUrMTvFOKWYFAdpsWPZ0=,0.03820391
tMcxMogXvWwkBgcYMWvs2rXSHn3d/gnSbv4Q8CCdDQ4=,0.012976229
+f2srhLduQQyuf2DqdutmIKEtXL3f7C9RqoO8B3igTU=,0.004922588
vqYC1AMAmkFRFAj+EH4/RmLgqGkMCHkDd4Sa7Y9/cjY=,0.001783881
M4VLiXOthDEBREaeTP+5bZVzIZ/ieBayDr7fOUKwsKg=,0.01838034
thgnyuw8qd1fH6zNqOLc6u5ITUEI0GcrmmsX47/QmVk=,0.006405712
R7AEYvBWXW/5zxVY3fyDiTmGgFEzWhUlYnh8FbyU/ig=,0.016217684
B4t3Abpk4UfTqxGdLHheBuxOrGgh0hUxLL/2wH+BUuA=,0.015419382
4fmiIwCUm5rwpahIU2DAwVlzGH/8tqnuOWfnD1xkKL0=,0.022945644
DEbzYI5ks8MpIefCXdAXFjWWQWmFrJt2c7lT07vD2lI=,0.28656802
CcJfGLIb2FtQvlGilBii0WeMrt1jbx/yQDx3tcAolVE=,0.0077809226
0RoEbFdjdD1bOOnv8k+uIQH0WULAdzcRaw4Umy+2WaA=,0.03977976
g85O/i6eYIIlqzjKcRZQJN/ht9Dzfnl6uVjBuU6KUUA=,0.48385638
6juoF6RRH5XsSaIOiMExqdXdIA1FDF2ZNPLcA2nH7nc=,0.4175011
oK2A0g4EAh0qvmUiH71XRLp1UPezHIGctHK4bTAifWE=,0.06889155
D/Gc0+OmkY/CFdh1fhwcl2a3VxapNbK5+tvvsjlt4/E=,0.017958151
eZdGFJ59YG5e8heFsHFVqWrBgGmBV9iNH33ICMVmCgE=,0.035088774
5YIu9eeMxF54qqJky/QPfdb64SRo2XaYsULr6SB+3QA=,0.2183175
a8mVJk30ao1YB+3XWTS1PbHaVaDSkOt3dZHZNaq/d/w=,0.04762188
oYGlsrmqdDOer9tHgXPDNBybexqwBQfGC/hu0s2EJLg=,0.8130446
r1pACK6sbqK7d78UlL3O2max05ZaY9+v6opshpPCCn4=,0.010671835
mqOEsB9qT+x64j8b0f5EYz/5Cf8F0NCF2UcwtDeTNGU=,0.97471297
x0O7SEp8hTcsmGLo9013rPE6OqHws+ZsnAqn5Xi9v7I=,0.008976427
AAc5aRSCib5hp6AAkHnJtaQ+TLJBoI0KyOlwxiO9sRE=,0.8199184
G4mQ62WYXmlI+3jXraEi3wSo6w/2qb31yGc/l7VAKHU=,0.018131346
78Nma5MHFgdLiWM81QBrQ8E832MdF2P2aOS589BAOSU=,0.0031466016
RAJxEbbLo6fa96IL1GxQ5Ybn+Si9KNWsW48zo8jw770=,0.0056142756
ygD3HhZ5/4vBNuI8jI154MKxm7eENQAyLe5VKr6b4Uc=,0.04078626
dqJTxpbfRo6cPKuAsZaQ4/d6at6YjnIvtyMl5a+kAgI=,0.06210598
kU6MJOG0dyymaun6zB3t3R8jsDeYpqj0+smcmY8N8ww=,0.9161426
2Q9AclLQfNbDBzNHsdbb+TA/JCYtQ041vwEtYjgpbjs=,0.043158762
/GwyazjbW8n0+uMmPsh2wKRRqS0OeHmqT3uAtQod2GA=,0.0110142
QlQTMZwH/JIlxq98bxjnFotM4UQ7w6B9/NV6hzbSbdw=,0.19583927
ADQfbxSE3rkiHyu9lUMOS1U4AMRJzSQzHjwFCMwBMoU=,0.005431707
f2ZlEFKu7r1Rc3JvBRxA6C0ZDCjZezlF2f2eKXkdMVQ=,0.023726014
5PtSyUH+cS3q3jKBjFHN3VUbjhclBslfWqhpY1/RjHY=,0.033798005
mFFeaSNcJxeNaGVengApNxWKz+ihVXw8o3YdjFY3oeA=,0.018613534
7fs2uZxUNAh6xYGMren1goltthJxl9V0d6CGXFsbsgE=,0.030544674
pein6jybPQ1O1U9EUm79ChTkbSiE6nj2asPVyv6Xu1c=,0.17517586
OyvPH8vv5hZyLhqQk3rj4yoZA0jpxMRtdTgeK3HUaVc=,0.017688273
riKqGl6Dr1CYzoZVC37seJHDbJHz74WtlriJkZ9oos8=,0.1578427
hVcP37SxbJOmuIwjj28spQGusZFvGFvu7trRoq8ocaM=,0.036853693
KiMtkmdIusEcQ96yvXEHrLnWCH5WigrDbWps/UJLVxU=,0.024370354
jCCFqeJVH9uRJhLyhtpRjphXS/xmVceEtrK/Fgh51P8=,0.0057027913
e/VRVP1ZVBg12r9KLaYbbtWc/MjN9Idba2cRkUzU4aw=,0.022232745
PkJkQesln7ouR/McRsnXhReimEB+UnH6CYz/28OL2Vc=,0.021581933
A7sTBzhF2zaIelRCWavYdJ/+1+mE5NFULs1lLofli8g=,0.009160054
ORrGAabKvkk50dIh1VhaD37Y1KedZQ73qTjL+EtQGiM=,0.091525055
6/xCoo3LqNl2SqNzqy4yw4UMtE5l23w/bguCcELszN8=,0.08573795
2Vh4THLwzioc1GwzpaaQgLuNk8SeNMGXeyGIUfilLXE=,0.0017288371
xTXA7b8I6mehMr7G7iuJV1gtK2FdKXNxpcFMkyddPDA=,0.055935048
+LxSLng6mKr+mMR6g5+zkAxAt+7zagEXXsj7Z/fyBOk=,0.029715922
348vihPzY++rEmLdJs6nPNmKCOKWIZq8UKCrLFDrs+0=,2.2159202e-05
W9tc/SIlMBWP/pvujKPOeaWl01n9ymRtGbeLJziv138=,0.017808517
UJtkZPd7HQl56pRNTF6S54ktasucbCI+jABl5MdI30I=,0.9499551
efVAOXEYVWo/lTPmBYAQW3TqyMoPjTkD9++72W0Il5Y=,0.9390743
7uFD1XPF7NO4JQGOpam4NdUGqcmhiropxYMtjwEqixk=,0.0075120665
7sndp7VottVjQk/fc1yP4/SS1kc/j2JUpmnm+2HM+Bg=,0.036952656
iq4RxXCK1jKQW2520cuBgfmfU/SitB3qDOMiT9+pbp8=,0.020270674
OSbfEV60E5GatQzc0iJSaDO6CPGPFzGsRL8iZk5mxXw=,0.14018667
wssWbyKJuPzP90QvtEfDeIsG7/W6pb3gU4MBmu0ylA4=,0.03863269
1pbrR8fCYLXvtakQd5SOga2s+FZeGJhYgihcWUym4VA=,0.18297517
6NDP/mJ09KJgVo85udCOy4wsADtdu7RMmw9cSUz9y24=,0.019672839
3nwN+TM1G2XE76fEjAXbGuaAanBpcBaKtbvBvGsAY70=,0.0026520982
bheHQnNOMGMCWrJ25/rOTeZaJMnvszTaQXKjho3gKTA=,0.00606481
jfYU6cMpD/1DXrxIL20jx+DkgYqg6HQ4tYlXSf8itZo=,0.004241472
U8Tb4xkHPlrMQXSZT+gkvpDrWfA7XQnQ80U3rDAvWf0=,0.35440695
2K9CtYXbu4/GG8P4vNVG4DFiyy8sqjei99+iEf8cFtM=,0.002012263
axa4ptfDvEhrLa3Dnd6F9tPJm5wEqIMhUsz4RUnPwbg=,0.0054675937
Z1t25yDMIR53p5MslrdD7o6kZr34E5YsKhQ4sD1IoXw=,0.19168302
DWKvg7L2jpTxbsONgW+56L/CkKRDPBBxrqEyIF1dVH0=,0.15398511
F1xSXp7LFdK9gDATt4xLn57+8pCXKT5zZVq7hWkadEA=,0.19246827
HSgYucxR921a2P/WgbAkuzkETCQF9IX1nthASPac824=,0.019376192
YalJ9Q+msl3FB3wK7VHMsJDSfAfhld2yt5lSHNQeHc0=,0.018257745
7q/eFnyA4/V+UnCS9Dkf1+l8BqKJYVe2VZdPRKwbdjY=,0.014573489
h0YleWDYaxMT1oWA6FEr4GjypX21BZZe9VZf6CIAGAc=,0.045520183
KfLGnOmvsypOOmAfIVJ3c+Ld1/f5ACgPOW2FA0y0oqc=,0.12563813
kmSfHJhFup/+LkpDS/FJxh25gemZAqY1qKwELSRpC6I=,0.0029385567
cD1RJnDTaVpBdjTy2HL5KMq0j0x9nhb5YRRiB3NOet8=,0.0052608224
dRSJ0mLNiCq45XK89ie5fp8SsW867FMXZAN55CAsuK8=,0.9727796
zao7Dbjt+h3mXvH+2t0KxwASJk76CcTM6kZVApAaQsA=,0.027201464
IBtTByZCvZBXSqPP2j9K1aOtlB0TvjTXAaZzTCyp0Ng=,0.023520483
ZBOuLWBuH483C7QdqtorLL89K3kKAFszGec338j9pU8=,0.9650016
6Idx7MCUDakSqdsAohnx3dm3Ao3iP0bAROS0S6V+Bpc=,4.739681e-05
AgdwJlcLfeCtoz5jb9R+4CnEs+VqFhZcS41JryAsN/E=,0.0026803457
7IrkOmuenJlqFMWl0TEnHlnX4jLYQXgcJJ7ugwup2Dk=,0.6758649
bZ7LvDJD0JGnzQdFTqWWraxQBceC7IPZYpwIq6EYLXs=,0.15497746
F+3oZmcoGz97B7zIJwNM+I4iBb8vEv5ta6eL9iMpp3s=,0.06535849
tgygNiI6tFeyl9Yv0N2eeuG9R2S23gu38kRu4vw1SoU=,0.15131316
hrQ45c+Lch7fe//IDxIA2ITq3p3u6IlGfJ3SkcV1XKg=,0.015595297
e/28nZyplWzkRJls8kVT9kL6vFvGVMUXi5uZqPyejrU=,0.023358114
N3FN8fefwoE6bY9x8G6REiCr2e1atJ1CTC0ehZTudzo=,0.01284724
APR5+rSav9C2J+oXYVpmizcluIZTJ4MkaMtHURUSQmo=,0.024351386
90+nDdEdUTIhPVB87dbUaejF7m3CAVI9lPOp/XsZzc4=,0.10801685
sgWTZUBcJQAcJOvGJ1WS4iYBX2Wz+4kkTiieyC/fpr4=,0.9725989
UqfGMONHvaFKewAJCRLZdl0hECfvLtZ5zbyys5jY0ds=,0.03446502
I/yDoLNDpw+QIeX850QURUeK99m24JyvP/0A9j/Mbkw=,0.0047444794
v3vaNIY0isv0Ed6dyGE15HOIQJUX3+mdp8uSzoDNwbs=,0.023869047
SEugQmTC7K93pVBxSuNnV5L1GdIJ+ScgBQ6NungAMpA=,0.0084438585
jk5Kfo6MuD+CLmrJtTFho2H86h8SdfPmI9sDxHEZ7vg=,0.0822984
mxCHCLJcvRQ5A7bE7Bj6KUmA9h0pYEPoKRmed+UEg3s=,0.009599542
CgG4DYazp5PqzJJ17nc0s3vwsB3FUWJf1gl2csZIlKQ=,0.0114184525
vvwXHtsqpC2ghsdd30POW4CdwctcRDwo1fc/+eReJ3g=,0.035233367
zz6FVyCbt/cowrJOn8x/OB4aowRrQFLzDrlo/ULtB+U=,0.44784304
U62ayhCDXJ1cM+4CAsuFsZLD0XKjXNh+MlzS8J/BCfA=,0.9972873
78DAYeiKV6Q6UaAJ3KpyvXtZe8hmEDfWL2IAhKOlCTc=,0.0013862487
+nvzYpoj+I7kjjZZuZWhLrPX8wsFDYuWTwOid00l1Ro=,0.68252146
7N+jEL2KhbukLB1dEV+tB7d+JCPhosoBb81uAADRLsk=,0.7855261
CHelUGjfjB851F5B2h/fbeyETuzBobLeuyr66UcbKHo=,0.14894171
toonA05bEW7Q14OO7GBbkwhnShefk6+sfonDoVzsCAU=,0.014938355
Y0XUines//WxxntxTXAKUGJd6CaJy77iSZr0JZgzM6I=,0.10667514
2JsIntoQQ94RcOptbW+yKG/+nu52dxcXKbiTBwfm1D4=,0.14638685
A/5gjYgkzBm2U26DmbvXt8B6lxfLQw2InxQk5S9VGrg=,0.0087367445
tRwANNkFHcQUbH/UARbmvnmLK1NBLn/peuADJtdDvdY=,0.042239033
IVpbA2kPR+/glTNkhl7n64W+3f+rlvDuWgqmYbgmGwU=,0.07380275
mZZvklGQXZNea6PqklpNFJIBe09bRE07t80cVJiRXNs=,0.009340174
4v1VzzrHZsCkNTIissyJklXsOD8YZ3h/tw0zy/pX17U=,0.008159659
EvucMUx213sOvfO/ylc3YAXlqUvuKFXIZ/lLbgDTWzw=,0.15509295
kVqJw02TkWk+Ml8adrhBW6kPFk1ogQ6eUDT8PlZvumA=,0.035328977
396A8WLn+YXVgTebpzNPW9QrjrFduF1cAqDqruBy4p4=,0.19528979
3k/CJ/Eeh6j/Tu1619B9n2osxY3zFj6LtElGAYcOcdI=,0.013359326
QNa9sRtu/8bB2wLt+DMoACwiX8o7uRwI0Je9//E66Eg=,0.020796949
bx6xOqM2aMy3e2VKz2uratZBlV/9cWweOMsSqydR88s=,0.14864464
2q00SBI0Jo3KYVDt2U30R3WsOXTYViBoQI4o/BZ7zqg=,0.2353279
hCRQE5HfMBZUSHBg7/i58BUQqOXQi2gUs4T3MfcydRw=,0.033719365
g6hXsO0CohgyschW1onNeCatm0Pze1+dC2zcVpBaF3Q=,0.41421852
T2nda8jiLiztQNAYs7/79N4pDXXT/gZNze7AO4rEvZQ=,0.007777195
vt9tG9ayiiemngggK7oj6QoueMHsgMl2bdt+E8kH1Nk=,0.25895575
Znus4HOiCgmJ1YZP2JRKotFiMpdNhRqRMmB19s6EBII=,0.10837503
wVibLM5bvZ4oz8hBzoOM4NIXJvri6wdU2eML81SJoA8=,0.0050200163
rYAFkXyAdQqz38altlpzZ8v1SIsQNk9Cav5Ngzyg96w=,0.0063585523
n99lO/jVwbGgRgmSyDq2YpHRSuxNYdwfzyizS4H6byw=,0.023830611
O8NKAabJbM3cZLvSFddNgykKJ1DUsV1BfbCn+50ERI4=,0.030370766
JC0i2kpVc+B0G5oeLa4oQGDlDS9gsII6krOgo9CPf8A=,0.082368195
9NJGvmJpOFGlUjxQNG6/BkornziL3MIYn1Wl33OBUA0=,0.059645794
6An5DA+epqd6BrP/fl8kO/Z8zGquNPcnTQLF3YeGB6k=,0.00633715
JXD5O3G+vcEK8HDaUxUdXfqXKA/vq03dHSCPAMxfBtg=,0.0027883665
GMImacpdT5b8nQ+pUwWzrUJt2CwVojHorRi7IcSUAmk=,0.1765823
q1jBBKV0PSvf1iFf2HgNg9Gn6+VcVMmv/IHxI/R4RcI=,0.0041014287
Hm7yptGn0NjPM5YSoO+2lg027tqEDsfYevVpuqPu7hc=,0.14788434
hnj+SUFHoweLlmzdav/q7C5QqZhS4urLMsdq8QFzRHk=,0.30042434
oyIGD0C9Pz5RA7PhoIY01ATVALVBiPkUCpKNufgt29U=,0.024073526
MaTyv710DQVNbDT1IPoyflMbR4neLlK0eNKqr5iJFZo=,0.036433067
KR7iF3pi87/cpANDp8ts7jvTOp9bgcS9J99ZzGNGmXk=,0.028556889
AfSrqEbtraEHa9hvC/SOAgarl/JPZy3YyOGX9d9GudU=,0.025830755
2DdgK+c/As8zkzR6X271R6ZNYvONrSxTf44rrtbRvs0=,0.24582629
wD5RpgL0koUt2pK6EAx97If5fbmFFccfceH6ekUS/Ys=,0.019824203
dPIKeZKH8Iwwm9wROGz2hXwXOch5x3jwA+CDo/cyiw8=,0.008651009
YfEf48bh5p37GAaXG/WBFYrk1uDIV/RcrEEX0zm/MZk=,0.009900845
CxyVnh6F9YhOLKOJQXpuvrstilCkva4WwTor6Xv+l4M=,0.12111211
i2lAm6V1N6xYIJPUnqJ8097V0SlkrwD6HkhImELk31A=,0.025325472
C0Onq06usdmXQ0dk9ekWkqMUpvMKLpPlAOnZZijymKE=,0.015603118
AthTm95U39YOWhW5lp22NO6FfB8ssfj9qMw996hICxs=,0.05566596
7e8xmeHY85GhBL1hsbIQI7xPxyuKXWrR2+qR4qvCJfE=,0.2168372
+3QrouiThJk1xiq2PldATemr1Zh50QjmVHtTU1zVcEk=,0.013242472
70Qg6vp4RnPbKy0fkvHkg6W7kgjtgqcsNDoL6dJ71hU=,0.00996963
eyVDfb0iaHIldegYc4Z7VScSxm/NZtmFc0e23wrIHj0=,0.93893135
du2hGwKYB/F7SIUnSilU9e3DX6N3s1QB2biFnCDNIXE=,0.9604595
oYX0yQJXjKH6wtKiemhqvOg97L4ir3tpRFXqy/jp2+g=,0.0033378145
9Vr3f0mkRbCl9RQWRTypIqhqR3Re7fvdUmTRAhiCnzQ=,0.052377835
Xd5zDXe8l1eknHDE5NH6j8IkWXDG8bJ+xtQNpxS85yQ=,0.019067613
8cw8DJvn10/hX/2giPCYhhx0MWqgmwUjf7Fs0/5DCKw=,0.42384952
nZ0PMBWINxwDlyflJOjryD9r8YmtuXXjkr62QJv1s/Q=,0.0010974006
QC7Vw9wdSkTmIqUvxGURyy/5yU2imqKlJKQICUvG4TM=,0.030417081
sRT550rc5OiSQ24OyFMbl3lj2i/RILfQ0NvBtJ3K/bI=,0.012547986
IOYagtdr0CEK4jyvpodcM26nR5mZpS7BGYF7F2+dm/E=,0.0110673355
T08dIBgPfXpWFOUNXya25upe60oeN/dxhK7VbQeWqis=,0.005805396
gGsXm3fvL6SIUHJTIzmvZ3ovj/BH7zoppJlomb9buRY=,0.023201764
2/VuGKHdh0akyWnPveJL7h0Amv5fa4FBYHn90VGyMyU=,0.022163304
le8o9Jj/5dut7L6e7SgWVjBBGOh8RZDYx5/x198ilHA=,0.009226659
8idV+2ribZS0VFgVTMqn6ioDSFmCiZhjQf83B97qeN4=,0.0067281914
usHdf84gmKv9HMnW1tdflnA0RJZw32BNcEw17o62/5E=,0.018718734
Ek1qKVBXxE9ugRkR0BUC+z76dPRZQK+fEIkzc0Aeiug=,0.026469395
gmMO959UpjPkFGVKhtnj6jqeBGstmp9TdixvH30RHIQ=,0.020737546
VEdxpjGQNzS6aRaJ0jwPfPG7MdOhg6xFkCG9MSlEilw=,0.0060528587
Go1TTGAVRcii3vc46+Dt1uAlWc/ZVBzXW/vdYbtYMsE=,0.010638971
hzkBDAqVr71xFtS5JJcWoyOWUVxXlo8PJYpuQNwEnuQ=,0.9573259
yHPnv/wDs9kw0UEYNX8Jbn4ym9KPAujE4ZHiF14m9AY=,0.17558248
OH7clqe4bJOHT9yg6II8Dy71yVpwxOcLqjU0VnncYNA=,0.973033
SBfjUMjH7lEFHfdNPMPXQ9Y7WXeo7Zcopcs/gAv6gSk=,0.9967604
arYZEbm4zD0TRzcIrNGQ4FZSwVISMGicncdgYH/Ye7s=,0.004507511
LmwBIVanaUzLOCIA4yEqa4WZosDIuJD6YJ7xLjb96Uk=,0.58104247
GZ3dKs2aA44Tsj1EhCUCGFuUP9YfCju9SJBxTBhX3MM=,0.001867445
ORKgv8nmUCrVWV9M/uPrbZIzma8WdYWHnCKqCbkmHCc=,0.010636893
lQ7gDDFZPHO9w/TL9z0G6cxuIRO6o+Q6R1YvFu2CMJY=,0.010669762
3lU8ijbz5PvFzUXJkcEZzlaukl3T7JFqbHQ4u0TwB74=,0.30092192
9sPPJaIO5xVl9sF9HCkzMhwlRTzvX535+KAx2qHAPWc=,0.00075151754
5DT7Hhmpm5PHRf5AV8JVX0mFd/oZpCK0HaDgvV/lGOw=,0.014564343
Aid0B+ySUN9ovrJOwCZcUB6oUX1sreoptyZoF1MccBg=,0.18219432
xFF4ru9SqYQOKk0pv5aDOLLNRqHjuK9jefqyGSafWvw=,0.018517725
rxtzZbC/hEGcqeQfYsjkRtupi6kUbMwu4FTpX1zXxpI=,0.0046935203
WSDmFgN7r1y6KNyIpow9l5ODbCO2eNfaNi28G9I6JOI=,0.022052556
Xl9vv+wTyQigvL87gQ/GO2+Vd1koWdqBa4+irx6a7Tc=,0.017292323
TGU7dQMnzQgpAZuIOzQAGMC9nHuOwUXAmhrmKJqVzN4=,0.02066907
0QpfI6aBz9kCR7C1Df3b8lLqedkm2RBOFr8pTQZDbyw=,0.18193443
113RMYfhMHkgaMnJdHx8nmtxavIndUDnSKWob8EXbLo=,0.0037816938
JZgFuqwr225vk26ONA/u4+ZBuXWeBlYzoooVTzcp5WI=,0.00014078667
7qUyrfqZgoeypTVKCh5L7NxtBXCOzwRkoCrgqhyYX0I=,0.038176786
fYlKBEDhd9p6TT+IFoB2L8+hAACWKlKumiXGD+fKMUo=,0.0053185583
qZHPbGs+FlP/xD3VVMeoIvcDLKu86x+qIbwaUWtm9YY=,0.012106636
E562Zx471irCs2THDQvRGlQRII46cOyKPmbYV9SR88I=,0.021876335
WPz5HVNypU5KA4WRl45c3lXB1jJvh/eM22LGEJdrpFw=,0.4020509
ylx3lDfNNY+nkV1MHGzG/TslE3c2605IYWtBmR6a16k=,0.003532831
eIMY+EBsDn6Tq74PUhq9mypCVWPleE7Rq1rtyG/7Fxc=,0.045521922
ExRZs4r5sX9PHSqHv6NVVE8QWJ+rqRafBQZCCdlgViE=,0.04423809
yNEcFCQbYgY+XDHMgjxAeCbrgcsKuGcyenY7qNtS3qM=,0.04792089
iNni5VobdtpXEoSypTMYqeO/UxQ+zK4vZdDHZ0TdMDE=,0.043178126
1kp5ndFI/2fHwWom2MWpRbf0OK2sHsV7t1SLK1xlZas=,0.09548438
SgQEZ4Ct7lOJ7H2Z/tzjxT801NRQ8i5d+Wovx1Sftqg=,0.014726565
Vdqc7MJ3/L7ujG12ZQAI+w+iyclPldgfcLNTS45sGwg=,0.089514665
kebOvo4ym2tYwCQOY5QL9X0Hi3vsnxcGpfGWnj2+YPU=,0.04137286
w3oERrdGY7pXGs4amMa2R10/CsNikDsGufuyF3uixdY=,0.024309088
uIjOomZjS3OT0ViOJEEc9hYs8cTk9bWre1JXVvRsIws=,0.012098243
g1gBFRkPIMngc/40bAjPXHSjBK4jxHniQq0H9HoOt+g=,0.005861942
aJPuKz6iWRPZzbOo1LmOvn8mkukjN07gqrQNJfYTniU=,0.0041736457
lMu496p1Twl20iM+vdn9Wvgmk1N3FRSfGGhBjS1AQi8=,0.5508778
7rtyxsq3opIawqKzMlGIaJ8ZQTtASt9pADMG33XmwX8=,0.010192946
DK8FPZz4v1We6FP5Q8aTGuFiOjXB81Y6enRSsSFjzro=,0.07708576
kXMzYGFzABu5M2HY8QCjpCo9hWj8R4QD4lnaYGTZWC0=,0.013293094
cfLsnsgCeFn0YBWu77vL3+kaIiNbtoi/B+EjESiGCTE=,0.027400693
hHA/RRhDZke0xrbMG4dCPrFo4B7zzxXDgp2GLd0XpuY=,0.013170921
puYwd/uT/yFtMiCzU/T2fBB0coy2EeCAPWtSSKPGpYI=,0.96478826
4V+VptpQi4mnc6CoCYTWBUrsQbj0Be+VMhauW0/QDt4=,0.03699498
CNr5s+wHIUnecVf4wEfZ95w0QZMlX6eE5fZT+vfc9Ts=,0.016437411
PKj9lu0AZS0UqATeyMrmMMSNk4YzKaG8X46yrI/AA/M=,0.02245599
iTQXZCC9ltpUt9DQ65fVNf9E/ojBQ4XRlqk8xPkLdqs=,0.021746986
QC/vu8PflQco3vxNX/yhBi/AdL2QX77SrE937TRx4qc=,0.010265371
3pQREn9hBEOscb6mTXe5+MEi774ew9at8R4UGUr3gdg=,0.05581794
B0eKh8hv33mLMilRpbrgLVFNj9WtogpuVnriC7SHQB8=,0.57712644
KJ4UQDPFb8xIuhj1li8AHUMWajvTDJN3jqMsw1Ke1Kg=,0.041192796
2MoW+nSqb860PBV8m1uHUXmSdFdMpgvO9WItpF9uLDE=,0.01923044
Eba2+qxEa0CuKHA36n8uVsttenixxcmU1dAYprNY3k4=,0.26100343
