msno,churn_probability
smFBhyYKpUkvyrdK20TwCqIFsme2zXJME/OogsqJ0B8=,0.06071891
5lZeR2OGblRV2ztwlURaZB0eyK81MtwTf3zqrzPatzM=,0.10604976
dNPeaKLGv9ypkmOyFHcRAtLZEvusMqC5A/w7/XCyORE=,0.8029445
WdGy7As+FP3lq5o3lZLLPaZf0TknvtGRPC2E7BqCQso=,0.24366285
vpmNBMMPtxDqLtsXjZBjyDHI9DhwzpTfzA0vRnJM5BQ=,0.0758397
PcqlWGSfHce7lhJYdpugFwRUFwyAgy+jePKw1Tt8mc0=,0.07610843
l1Hc43vzU77l7p+nVmCIhSpKFgBKsjFcdaUzRM5p5cA=,0.97289836
KxRvazb74DNOFqmUq+sAObMWptpgbMslKjMtJnK4zBo=,0.28989208
apGkWQbRnaqqdROZWLkYgpK1zX+vegy692zaRpnv43Y=,0.25287932
PyzfxMPzbPaWPlx5qViYQMWGDgc5VGH5a+jucXwdeZU=,0.06773041
G7TiVD4PhQZDbVDBvTxjmWSnvFbxlQxuv4NlgyO4Or8=,0.15515728
3MLhPwU4shQuuCapwoku/7q5c8uN99S+xF+1B0v2bqs=,0.14189422
gJSa+2AVlnB7R3tIl5EggkqJ1OohTCl9OnQRzJY4XTM=,0.03311776
f+Cbz89h8aqHNu+W7pqdUE25lvRcRF7Hb2ROVnGoOVA=,0.10001682
v7Z1Wewq8nV9gfXqOVT0/DVVy0p8ev8N4xsGxvtr+Ms=,0.1479813
31JF1hbTZO0KYRY82zjoM+RH03S1mC0dLo2tneNB+yc=,0.115749694
DajMV9SISZn1LEfYSjojwI5bt87K726k4Pscq7fkyVs=,0.17713948
hqLvEChdKUL00GRNvWSCSCLw9oqzc++OuWLvqhy0Exk=,0.20736013
sleHd02kYaj5JJfh6GXS+jKbUjnWOSJ7XjYBKYdT2Q0=,0.064104244
pT7sKywsRpn3QCAnz68289QNtMzn9aXZVsrymtJZxTY=,0.033456236
H7SyRrSFrfQ9GYV2vjHuBuTIodwJo1vsRZoHvLbhqt0=,0.15874429
FmG5bkMey5wbC5h8hXfJyefqUrMTvFOKWYFAdpsWPZ0=,0.27989548
tMcxMogXvWwkBgcYMWvs2rXSHn3d/gnSbv4Q8CCdDQ4=,0.116545945
+f2srhLduQQyuf2DqdutmIKEtXL3f7C9RqoO8B3igTU=,0.15593614
vqYC1AMAmkFRFAj+EH4/RmLgqGkMCHkDd4Sa7Y9/cjY=,0.12435322
M4VLiXOthDEBREaeTP+5bZVzIZ/ieBayDr7fOUKwsKg=,0.213425
thgnyuw8qd1fH6zNqOLc6u5ITUEI0GcrmmsX47/QmVk=,0.19962977
R7AEYvBWXW/5zxVY3fyDiTmGgFEzWhUlYnh8FbyU/ig=,0.1900571
B4t3Abpk4UfTqxGdLHheBuxOrGgh0hUxLL/2wH+BUuA=,0.08547728
4fmiIwCUm5rwpahIU2DAwVlzGH/8tqnuOWfnD1xkKL0=,0.1086082
DEbzYI5ks8MpIefCXdAXFjWWQWmFrJt2c7lT07vD2lI=,0.36689603
CcJfGLIb2FtQvlGilBii0WeMrt1jbx/yQDx3tcAolVE=,0.06273223
0RoEbFdjdD1bOOnv8k+uIQH0WULAdzcRaw4Umy+2WaA=,0.1295132
g85O/i6eYIIlqzjKcRZQJN/ht9Dzfnl6uVjBuU6KUUA=,0.65077704
6juoF6RRH5XsSaIOiMExqdXdIA1FDF2ZNPLcA2nH7nc=,0.6405951
oK2A0g4EAh0qvmUiH71XRLp1UPezHIGctHK4bTAifWE=,0.21488087
D/Gc0+OmkY/CFdh1fhwcl2a3VxapNbK5+tvvsjlt4/E=,0.15710203
eZdGFJ59YG5e8heFsHFVqWrBgGmBV9iNH33ICMVmCgE=,0.28434765
5YIu9eeMxF54qqJky/QPfdb64SRo2XaYsULr6SB+3QA=,0.8593354
a8mVJk30ao1YB+3XWTS1PbHaVaDSkOt3dZHZNaq/d/w=,0.27395782
oYGlsrmqdDOer9tHgXPDNBybexqwBQfGC/hu0s2EJLg=,0.9766492
r1pACK6sbqK7d78UlL3O2max05ZaY9+v6opshpPCCn4=,0.17572926
mqOEsB9qT+x64j8b0f5EYz/5Cf8F0NCF2UcwtDeTNGU=,0.995477
x0O7SEp8hTcsmGLo9013rPE6OqHws+ZsnAqn5Xi9v7I=,0.20601736
AAc5aRSCib5hp6AAkHnJtaQ+TLJBoI0KyOlwxiO9sRE=,0.96877277
G4mQ62WYXmlI+3jXraEi3wSo6w/2qb31yGc/l7VAKHU=,0.23723471
78Nma5MHFgdLiWM81QBrQ8E832MdF2P2aOS589BAOSU=,0.1088269
RAJxEbbLo6fa96IL1GxQ5Ybn+Si9KNWsW48zo8jw770=,0.2142138
ygD3HhZ5/4vBNuI8jI154MKxm7eENQAyLe5VKr6b4Uc=,0.2944705
dqJTxpbfRo6cPKuAsZaQ4/d6at6YjnIvtyMl5a+kAgI=,0.50380903
kU6MJOG0dyymaun6zB3t3R8jsDeYpqj0+smcmY8N8ww=,0.9877725
2Q9AclLQfNbDBzNHsdbb+TA/JCYtQ041vwEtYjgpbjs=,0.23178032
/GwyazjbW8n0+uMmPsh2wKRRqS0OeHmqT3uAtQod2GA=,0.36846277
QlQTMZwH/JIlxq98bxjnFotM4UQ7w6B9/NV6hzbSbdw=,0.59631336
ADQfbxSE3rkiHyu9lUMOS1U4AMRJzSQzHjwFCMwBMoU=,0.20030867
f2ZlEFKu7r1Rc3JvBRxA6C0ZDCjZezlF2f2eKXkdMVQ=,0.122190006
5PtSyUH+cS3q3jKBjFHN3VUbjhclBslfWqhpY1/RjHY=,0.1464389
mFFeaSNcJxeNaGVengApNxWKz+ihVXw8o3YdjFY3oeA=,0.12635167
7fs2uZxUNAh6xYGMren1goltthJxl9V0d6CGXFsbsgE=,0.2184974
pein6jybPQ1O1U9EUm79ChTkbSiE6nj2asPVyv6Xu1c=,0.654992
OyvPH8vv5hZyLhqQk3rj4yoZA0jpxMRtdTgeK3HUaVc=,0.17372607
riKqGl6Dr1CYzoZVC37seJHDbJHz74WtlriJkZ9oos8=,0.25450677
hVcP37SxbJOmuIwjj28spQGusZFvGFvu7trRoq8ocaM=,0.30669388
KiMtkmdIusEcQ96yvXEHrLnWCH5WigrDbWps/UJLVxU=,0.12003252
jCCFqeJVH9uRJhLyhtpRjphXS/xmVceEtrK/Fgh51P8=,0.09851391
e/VRVP1ZVBg12r9KLaYbbtWc/MjN9Idba2cRkUzU4aw=,0.1884111
PkJkQesln7ouR/McRsnXhReimEB+UnH6CYz/28OL2Vc=,0.18302019
A7sTBzhF2zaIelRCWavYdJ/+1+mE5NFULs1lLofli8g=,0.10979329
ORrGAabKvkk50dIh1VhaD37Y1KedZQ73qTjL+EtQGiM=,0.39531872
6/xCoo3LqNl2SqNzqy4yw4UMtE5l23w/bguCcELszN8=,0.26683953
2Vh4THLwzioc1GwzpaaQgLuNk8SeNMGXeyGIUfilLXE=,0.039287854
xTXA7b8I6mehMr7G7iuJV1gtK2FdKXNxpcFMkyddPDA=,0.13906229
+LxSLng6mKr+mMR6g5+zkAxAt+7zagEXXsj7Z/fyBOk=,0.21095493
348vihPzY++rEmLdJs6nPNmKCOKWIZq8UKCrLFDrs+0=,0.021132367
W9tc/SIlMBWP/pvujKPOeaWl01n9ymRtGbeLJziv138=,0.1611862
UJtkZPd7HQl56pRNTF6S54ktasucbCI+jABl5MdI30I=,0.99068165
efVAOXEYVWo/lTPmBYAQW3TqyMoPjTkD9++72W0Il5Y=,0.96630424
7uFD1XPF7NO4JQGOpam4NdUGqcmhiropxYMtjwEqixk=,0.08400738
7sndp7VottVjQk/fc1yP4/SS1kc/j2JUpmnm+2HM+Bg=,0.15003346
iq4RxXCK1jKQW2520cuBgfmfU/SitB3qDOMiT9+pbp8=,0.1902956
OSbfEV60E5GatQzc0iJSaDO6CPGPFzGsRL8iZk5mxXw=,0.70866376
wssWbyKJuPzP90QvtEfDeIsG7/W6pb3gU4MBmu0ylA4=,0.2883081
1pbrR8fCYLXvtakQd5SOga2s+FZeGJhYgihcWUym4VA=,0.5730101
6NDP/mJ09KJgVo85udCOy4wsADtdu7RMmw9cSUz9y24=,0.25212076
3nwN+TM1G2XE76fEjAXbGuaAanBpcBaKtbvBvGsAY70=,0.08801744
bheHQnNOMGMCWrJ25/rOTeZaJMnvszTaQXKjho3gKTA=,0.11117333
jfYU6cMpD/1DXrxIL20jx+DkgYqg6HQ4tYlXSf8itZo=,0.25134075
U8Tb4xkHPlrMQXSZT+gkvpDrWfA7XQnQ80U3rDAvWf0=,0.9839145
2K9CtYXbu4/GG8P4vNVG4DFiyy8sqjei99+iEf8cFtM=,0.07580362
axa4ptfDvEhrLa3Dnd6F9tPJm5wEqIMhUsz4RUnPwbg=,0.11759249
Z1t25yDMIR53p5MslrdD7o6kZr34E5YsKhQ4sD1IoXw=,0.68671626
DWKvg7L2jpTxbsONgW+56L/CkKRDPBBxrqEyIF1dVH0=,0.42826784
F1xSXp7LFdK9gDATt4xLn57+8pCXKT5zZVq7hWkadEA=,0.6136346
HSgYucxR921a2P/WgbAkuzkETCQF9IX1nthASPac824=,0.22201538
YalJ9Q+msl3FB3wK7VHMsJDSfAfhld2yt5lSHNQeHc0=,0.10137906
7q/eFnyA4/V+UnCS9Dkf1+l8BqKJYVe2VZdPRKwbdjY=,0.092977695
h0YleWDYaxMT1oWA6FEr4GjypX21BZZe9VZf6CIAGAc=,0.20553502
KfLGnOmvsypOOmAfIVJ3c+Ld1/f5ACgPOW2FA0y0oqc=,0.43661314
kmSfHJhFup/+LkpDS/FJxh25gemZAqY1qKwELSRpC6I=,0.1943499
cD1RJnDTaVpBdjTy2HL5KMq0j0x9nhb5YRRiB3NOet8=,0.14703138
dRSJ0mLNiCq45XK89ie5fp8SsW867FMXZAN55CAsuK8=,0.6149391
zao7Dbjt+h3mXvH+2t0KxwASJk76CcTM6kZVApAaQsA=,0.1749695
IBtTByZCvZBXSqPP2j9K1aOtlB0TvjTXAaZzTCyp0Ng=,0.1485632
ZBOuLWBuH483C7QdqtorLL89K3kKAFszGec338j9pU8=,0.9864811
6Idx7MCUDakSqdsAohnx3dm3Ao3iP0bAROS0S6V+Bpc=,0.022436064
AgdwJlcLfeCtoz5jb9R+4CnEs+VqFhZcS41JryAsN/E=,0.050600126
7IrkOmuenJlqFMWl0TEnHlnX4jLYQXgcJJ7ugwup2Dk=,0.92109185
bZ7LvDJD0JGnzQdFTqWWraxQBceC7IPZYpwIq6EYLXs=,0.48657978
F+3oZmcoGz97B7zIJwNM+I4iBb8vEv5ta6eL9iMpp3s=,0.051315624
tgygNiI6tFeyl9Yv0N2eeuG9R2S23gu38kRu4vw1SoU=,0.42509732
hrQ45c+Lch7fe//IDxIA2ITq3p3u6IlGfJ3SkcV1XKg=,0.22522387
e/28nZyplWzkRJls8kVT9kL6vFvGVMUXi5uZqPyejrU=,0.14184316
N3FN8fefwoE6bY9x8G6REiCr2e1atJ1CTC0ehZTudzo=,0.1339589
APR5+rSav9C2J+oXYVpmizcluIZTJ4MkaMtHURUSQmo=,0.17953503
90+nDdEdUTIhPVB87dbUaejF7m3CAVI9lPOp/XsZzc4=,0.35226882
sgWTZUBcJQAcJOvGJ1WS4iYBX2Wz+4kkTiieyC/fpr4=,0.9849244
UqfGMONHvaFKewAJCRLZdl0hECfvLtZ5zbyys5jY0ds=,0.12870666
I/yDoLNDpw+QIeX850QURUeK99m24JyvP/0A9j/Mbkw=,0.081321254
v3vaNIY0isv0Ed6dyGE15HOIQJUX3+mdp8uSzoDNwbs=,0.21158856
SEugQmTC7K93pVBxSuNnV5L1GdIJ+ScgBQ6NungAMpA=,0.16171242
jk5Kfo6MuD+CLmrJtTFho2H86h8SdfPmI9sDxHEZ7vg=,0.40837908
mxCHCLJcvRQ5A7bE7Bj6KUmA9h0pYEPoKRmed+UEg3s=,0.17559732
CgG4DYazp5PqzJJ17nc0s3vwsB3FUWJf1gl2csZIlKQ=,0.134532
vvwXHtsqpC2ghsdd30POW4CdwctcRDwo1fc/+eReJ3g=,0.2948753
zz6FVyCbt/cowrJOn8x/OB4aowRrQFLzDrlo/ULtB+U=,0.51098984
U62ayhCDXJ1cM+4CAsuFsZLD0XKjXNh+MlzS8J/BCfA=,0.99556017
78DAYeiKV6Q6UaAJ3KpyvXtZe8hmEDfWL2IAhKOlCTc=,0.07321431
+nvzYpoj+I7kjjZZuZWhLrPX8wsFDYuWTwOid00l1Ro=,0.93965
7N+jEL2KhbukLB1dEV+tB7d+JCPhosoBb81uAADRLsk=,0.989081
CHelUGjfjB851F5B2h/fbeyETuzBobLeuyr66UcbKHo=,0.4349955
toonA05bEW7Q14OO7GBbkwhnShefk6+sfonDoVzsCAU=,0.08990845
Y0XUines//WxxntxTXAKUGJd6CaJy77iSZr0JZgzM6I=,0.4060507
2JsIntoQQ94RcOptbW+yKG/+nu52dxcXKbiTBwfm1D4=,0.6051228
A/5gjYgkzBm2U26DmbvXt8B6lxfLQw2InxQk5S9VGrg=,0.09895096
tRwANNkFHcQUbH/UARbmvnmLK1NBLn/peuADJtdDvdY=,0.33195877
IVpbA2kPR+/glTNkhl7n64W+3f+rlvDuWgqmYbgmGwU=,0.18214355
mZZvklGQXZNea6PqklpNFJIBe09bRE07t80cVJiRXNs=,0.099256165
4v1VzzrHZsCkNTIissyJklXsOD8YZ3h/tw0zy/pX17U=,0.16244493
EvucMUx213sOvfO/ylc3YAXlqUvuKFXIZ/lLbgDTWzw=,0.5902496
kVqJw02TkWk+Ml8adrhBW6kPFk1ogQ6eUDT8PlZvumA=,0.23202826
396A8WLn+YXVgTebpzNPW9QrjrFduF1cAqDqruBy4p4=,0.5977705
3k/CJ/Eeh6j/Tu1619B9n2osxY3zFj6LtElGAYcOcdI=,0.091878876
QNa9sRtu/8bB2wLt+DMoACwiX8o7uRwI0Je9//E66Eg=,0.11656686
bx6xOqM2aMy3e2VKz2uratZBlV/9cWweOMsSqydR88s=,0.47420925
2q00SBI0Jo3KYVDt2U30R3WsOXTYViBoQI4o/BZ7zqg=,0.43484744
hCRQE5HfMBZUSHBg7/i58BUQqOXQi2gUs4T3MfcydRw=,0.3245885
g6hXsO0CohgyschW1onNeCatm0Pze1+dC2zcVpBaF3Q=,0.861862
T2nda8jiLiztQNAYs7/79N4pDXXT/gZNze7AO4rEvZQ=,0.1271775
vt9tG9ayiiemngggK7oj6QoueMHsgMl2bdt+E8kH1Nk=,0.28573582
Znus4HOiCgmJ1YZP2JRKotFiMpdNhRqRMmB19s6EBII=,0.45725444
wVibLM5bvZ4oz8hBzoOM4NIXJvri6wdU2eML81SJoA8=,0.0765961
rYAFkXyAdQqz38altlpzZ8v1SIsQNk9Cav5Ngzyg96w=,0.09835797
n99lO/jVwbGgRgmSyDq2YpHRSuxNYdwfzyizS4H6byw=,0.073242426
O8NKAabJbM3cZLvSFddNgykKJ1DUsV1BfbCn+50ERI4=,0.20932004
JC0i2kpVc+B0G5oeLa4oQGDlDS9gsII6krOgo9CPf8A=,0.84447527
9NJGvmJpOFGlUjxQNG6/BkornziL3MIYn1Wl33OBUA0=,0.23208615
6An5DA+epqd6BrP/fl8kO/Z8zGquNPcnTQLF3YeGB6k=,0.18641272
JXD5O3G+vcEK8HDaUxUdXfqXKA/vq03dHSCPAMxfBtg=,0.11365423
GMImacpdT5b8nQ+pUwWzrUJt2CwVojHorRi7IcSUAmk=,0.32691717
q1jBBKV0PSvf1iFf2HgNg9Gn6+VcVMmv/IHxI/R4RcI=,0.13196391
Hm7yptGn0NjPM5YSoO+2lg027tqEDsfYevVpuqPu7hc=,0.55637467
hnj+SUFHoweLlmzdav/q7C5QqZhS4urLMsdq8QFzRHk=,0.48823878
oyIGD0C9Pz5RA7PhoIY01ATVALVBiPkUCpKNufgt29U=,0.16570553
MaTyv710DQVNbDT1IPoyflMbR4neLlK0eNKqr5iJFZo=,0.22678192
KR7iF3pi87/cpANDp8ts7jvTOp9bgcS9J99ZzGNGmXk=,0.16132477
AfSrqEbtraEHa9hvC/SOAgarl/JPZy3YyOGX9d9GudU=,0.16412407
2DdgK+c/As8zkzR6X271R6ZNYvONrSxTf44rrtbRvs0=,0.67418534
wD5RpgL0koUt2pK6EAx97If5fbmFFccfceH6ekUS/Ys=,0.10127128
dPIKeZKH8Iwwm9wROGz2hXwXOch5x3jwA+CDo/cyiw8=,0.119134754
YfEf48bh5p37GAaXG/WBFYrk1uDIV/RcrEEX0zm/MZk=,0.20722099
CxyVnh6F9YhOLKOJQXpuvrstilCkva4WwTor6Xv+l4M=,0.20211495
i2lAm6V1N6xYIJPUnqJ8097V0SlkrwD6HkhImELk31A=,0.13152272
C0Onq06usdmXQ0dk9ekWkqMUpvMKLpPlAOnZZijymKE=,0.17885558
AthTm95U39YOWhW5lp22NO6FfB8ssfj9qMw996hICxs=,0.13761576
7e8xmeHY85GhBL1hsbIQI7xPxyuKXWrR2+qR4qvCJfE=,0.48695686
+3QrouiThJk1xiq2PldATemr1Zh50QjmVHtTU1zVcEk=,0.29971817
70Qg6vp4RnPbKy0fkvHkg6W7kgjtgqcsNDoL6dJ71hU=,0.10718323
eyVDfb0iaHIldegYc4Z7VScSxm/NZtmFc0e23wrIHj0=,0.99438477
du2hGwKYB/F7SIUnSilU9e3DX6N3s1QB2biFnCDNIXE=,0.98386836
oYX0yQJXjKH6wtKiemhqvOg97L4ir3tpRFXqy/jp2+g=,0.07413551
9Vr3f0mkRbCl9RQWRTypIqhqR3Re7fvdUmTRAhiCnzQ=,0.37729588
Xd5zDXe8l1eknHDE5NH6j8IkWXDG8bJ+xtQNpxS85yQ=,0.18995866
8cw8DJvn10/hX/2giPCYhhx0MWqgmwUjf7Fs0/5DCKw=,0.92219746
nZ0PMBWINxwDlyflJOjryD9r8YmtuXXjkr62QJv1s/Q=,0.14014871
QC7Vw9wdSkTmIqUvxGURyy/5yU2imqKlJKQICUvG4TM=,0.307224
sRT550rc5OiSQ24OyFMbl3lj2i/RILfQ0NvBtJ3K/bI=,0.2015098
IOYagtdr0CEK4jyvpodcM26nR5mZpS7BGYF7F2+dm/E=,0.28932944
T08dIBgPfXpWFOUNXya25upe60oeN/dxhK7VbQeWqis=,0.11910771
gGsXm3fvL6SIUHJTIzmvZ3ovj/BH7zoppJlomb9buRY=,0.15908243
2/VuGKHdh0akyWnPveJL7h0Amv5fa4FBYHn90VGyMyU=,0.18113966
le8o9Jj/5dut7L6e7SgWVjBBGOh8RZDYx5/x198ilHA=,0.07017236
8idV+2ribZS0VFgVTMqn6ioDSFmCiZhjQf83B97qeN4=,0.19504002
usHdf84gmKv9HMnW1tdflnA0RJZw32BNcEw17o62/5E=,0.13796544
Ek1qKVBXxE9ugRkR0BUC+z76dPRZQK+fEIkzc0Aeiug=,0.18849461
gmMO959UpjPkFGVKhtnj6jqeBGstmp9TdixvH30RHIQ=,0.08810831
VEdxpjGQNzS6aRaJ0jwPfPG7MdOhg6xFkCG9MSlEilw=,0.16658089
Go1TTGAVRcii3vc46+Dt1uAlWc/ZVBzXW/vdYbtYMsE=,0.16826116
hzkBDAqVr71xFtS5JJcWoyOWUVxXlo8PJYpuQNwEnuQ=,0.20658803
yHPnv/wDs9kw0UEYNX8Jbn4ym9KPAujE4ZHiF14m9AY=,0.3502551
OH7clqe4bJOHT9yg6II8Dy71yVpwxOcLqjU0VnncYNA=,0.9569527
SBfjUMjH7lEFHfdNPMPXQ9Y7WXeo7Zcopcs/gAv6gSk=,0.99700814
arYZEbm4zD0TRzcIrNGQ4FZSwVISMGicncdgYH/Ye7s=,0.077047765
LmwBIVanaUzLOCIA4yEqa4WZosDIuJD6YJ7xLjb96Uk=,0.79561657
GZ3dKs2aA44Tsj1EhCUCGFuUP9YfCju9SJBxTBhX3MM=,0.09504354
ORKgv8nmUCrVWV9M/uPrbZIzma8WdYWHnCKqCbkmHCc=,0.20878378
lQ7gDDFZPHO9w/TL9z0G6cxuIRO6o+Q6R1YvFu2CMJY=,0.1996246
3lU8ijbz5PvFzUXJkcEZzlaukl3T7JFqbHQ4u0TwB74=,0.49112767
9sPPJaIO5xVl9sF9HCkzMhwlRTzvX535+KAx2qHAPWc=,0.088155314
5DT7Hhmpm5PHRf5AV8JVX0mFd/oZpCK0HaDgvV/lGOw=,0.158567
Aid0B+ySUN9ovrJOwCZcUB6oUX1sreoptyZoF1MccBg=,0.4705978
xFF4ru9SqYQOKk0pv5aDOLLNRqHjuK9jefqyGSafWvw=,0.1657456
rxtzZbC/hEGcqeQfYsjkRtupi6kUbMwu4FTpX1zXxpI=,0.19264522
WSDmFgN7r1y6KNyIpow9l5ODbCO2eNfaNi28G9I6JOI=,0.21115482
Xl9vv+wTyQigvL87gQ/GO2+Vd1koWdqBa4+irx6a7Tc=,0.11626127
TGU7dQMnzQgpAZuIOzQAGMC9nHuOwUXAmhrmKJqVzN4=,0.15540747
0QpfI6aBz9kCR7C1Df3b8lLqedkm2RBOFr8pTQZDbyw=,0.34134144
113RMYfhMHkgaMnJdHx8nmtxavIndUDnSKWob8EXbLo=,0.11558097
JZgFuqwr225vk26ONA/u4+ZBuXWeBlYzoooVTzcp5WI=,0.018152175
7qUyrfqZgoeypTVKCh5L7NxtBXCOzwRkoCrgqhyYX0I=,0.20909075
fYlKBEDhd9p6TT+IFoB2L8+hAACWKlKumiXGD+fKMUo=,0.11108176
qZHPbGs+FlP/xD3VVMeoIvcDLKu86x+qIbwaUWtm9YY=,0.1939307
E562Zx471irCs2THDQvRGlQRII46cOyKPmbYV9SR88I=,0.15403286
WPz5HVNypU5KA4WRl45c3lXB1jJvh/eM22LGEJdrpFw=,0.74503773
ylx3lDfNNY+nkV1MHGzG/TslE3c2605IYWtBmR6a16k=,0.14697476
eIMY+EBsDn6Tq74PUhq9mypCVWPleE7Rq1rtyG/7Fxc=,0.26086605
ExRZs4r5sX9PHSqHv6NVVE8QWJ+rqRafBQZCCdlgViE=,0.33597803
yNEcFCQbYgY+XDHMgjxAeCbrgcsKuGcyenY7qNtS3qM=,0.21075377
iNni5VobdtpXEoSypTMYqeO/UxQ+zK4vZdDHZ0TdMDE=,0.19493245
1kp5ndFI/2fHwWom2MWpRbf0OK2sHsV7t1SLK1xlZas=,0.33973256
SgQEZ4Ct7lOJ7H2Z/tzjxT801NRQ8i5d+Wovx1Sftqg=,0.09543684
Vdqc7MJ3/L7ujG12ZQAI+w+iyclPldgfcLNTS45sGwg=,0.49197876
kebOvo4ym2tYwCQOY5QL9X0Hi3vsnxcGpfGWnj2+YPU=,0.28671408
w3oERrdGY7pXGs4amMa2R10/CsNikDsGufuyF3uixdY=,0.23464675
uIjOomZjS3OT0ViOJEEc9hYs8cTk9bWre1JXVvRsIws=,0.116437614
g1gBFRkPIMngc/40bAjPXHSjBK4jxHniQq0H9HoOt+g=,0.08253728
aJPuKz6iWRPZzbOo1LmOvn8mkukjN07gqrQNJfYTniU=,0.07957867
lMu496p1Twl20iM+vdn9Wvgmk1N3FRSfGGhBjS1AQi8=,0.8729084
7rtyxsq3opIawqKzMlGIaJ8ZQTtASt9pADMG33XmwX8=,0.34225282
DK8FPZz4v1We6FP5Q8aTGuFiOjXB81Y6enRSsSFjzro=,0.27140158
kXMzYGFzABu5M2HY8QCjpCo9hWj8R4QD4lnaYGTZWC0=,0.17871334
cfLsnsgCeFn0YBWu77vL3+kaIiNbtoi/B+EjESiGCTE=,0.1931945
hHA/RRhDZke0xrbMG4dCPrFo4B7zzxXDgp2GLd0XpuY=,0.2358853
puYwd/uT/yFtMiCzU/T2fBB0coy2EeCAPWtSSKPGpYI=,0.7489908
4V+VptpQi4mnc6CoCYTWBUrsQbj0Be+VMhauW0/QDt4=,0.21362714
CNr5s+wHIUnecVf4wEfZ95w0QZMlX6eE5fZT+vfc9Ts=,0.18692084
PKj9lu0AZS0UqATeyMrmMMSNk4YzKaG8X46yrI/AA/M=,0.1835789
iTQXZCC9ltpUt9DQ65fVNf9E/ojBQ4XRlqk8xPkLdqs=,0.10990055
QC/vu8PflQco3vxNX/yhBi/AdL2QX77SrE937TRx4qc=,0.20578872
3pQREn9hBEOscb6mTXe5+MEi774ew9at8R4UGUr3gdg=,0.24802303
B0eKh8hv33mLMilRpbrgLVFNj9WtogpuVnriC7SHQB8=,0.20645885
KJ4UQDPFb8xIuhj1li8AHUMWajvTDJN3jqMsw1Ke1Kg=,0.12830284
2MoW+nSqb860PBV8m1uHUXmSdFdMpgvO9WItpF9uLDE=,0.114992425
Eba2+qxEa0CuKHA36n8uVsttenixxcmU1dAYprNY3k4=,0.5206896
WxYquIvTyBB722/IcsUVDNVFD/IN70orsNKWNV6zhzI=,0.9588125
