msno,churn_probability
A7sTBzhF2zaIelRCWavYdJ/+1+mE5NFULs1lLofli8g=,0.01996206
ORrGAabKvkk50dIh1VhaD37Y1KedZQ73qTjL+EtQGiM=,0.13714005
6/xCoo3LqNl2SqNzqy4yw4UMtE5l23w/bguCcELszN8=,0.038603235
2Vh4THLwzioc1GwzpaaQgLuNk8SeNMGXeyGIUfilLXE=,0.027240466
xTXA7b8I6mehMr7G7iuJV1gtK2FdKXNxpcFMkyddPDA=,0.025649598
+LxSLng6mKr+mMR6g5+zkAxAt+7zagEXXsj7Z/fyBOk=,0.048820432
348vihPzY++rEmLdJs6nPNmKCOKWIZq8UKCrLFDrs+0=,0.028072512
W9tc/SIlMBWP/pvujKPOeaWl01n9ymRtGbeLJziv138=,0.028674256
UJtkZPd7HQl56pRNTF6S54ktasucbCI+jABl5MdI30I=,0.9867365
efVAOXEYVWo/lTPmBYAQW3TqyMoPjTkD9++72W0Il5Y=,0.14047103
7uFD1XPF7NO4JQGOpam4NdUGqcmhiropxYMtjwEqixk=,0.053095963
7sndp7VottVjQk/fc1yP4/SS1kc/j2JUpmnm+2HM+Bg=,0.06340647
iq4RxXCK1jKQW2520cuBgfmfU/SitB3qDOMiT9+pbp8=,0.06256645
OSbfEV60E5GatQzc0iJSaDO6CPGPFzGsRL8iZk5mxXw=,0.39965704
wssWbyKJuPzP90QvtEfDeIsG7/W6pb3gU4MBmu0ylA4=,0.062134434
1pbrR8fCYLXvtakQd5SOga2s+FZeGJhYgihcWUym4VA=,0.26721218
6NDP/mJ09KJgVo85udCOy4wsADtdu7RMmw9cSUz9y24=,0.14172502
3nwN+TM1G2XE76fEjAXbGuaAanBpcBaKtbvBvGsAY70=,0.03466919
bheHQnNOMGMCWrJ25/rOTeZaJMnvszTaQXKjho3gKTA=,0.021200946
jfYU6cMpD/1DXrxIL20jx+DkgYqg6HQ4tYlXSf8itZo=,0.04222872
U8Tb4xkHPlrMQXSZT+gkvpDrWfA7XQnQ80U3rDAvWf0=,0.40503293
2K9CtYXbu4/GG8P4vNVG4DFiyy8sqjei99+iEf8cFtM=,0.04127547
axa4ptfDvEhrLa3Dnd6F9tPJm5wEqIMhUsz4RUnPwbg=,0.023970507
Z1t25yDMIR53p5MslrdD7o6kZr34E5YsKhQ4sD1IoXw=,0.4132232
DWKvg7L2jpTxbsONgW+56L/CkKRDPBBxrqEyIF1dVH0=,0.13911128
F1xSXp7LFdK9gDATt4xLn57+8pCXKT5zZVq7hWkadEA=,0.2880276
HSgYucxR921a2P/WgbAkuzkETCQF9IX1nthASPac824=,0.038833275
YalJ9Q+msl3FB3wK7VHMsJDSfAfhld2yt5lSHNQeHc0=,0.028994763
7q/eFnyA4/V+UnCS9Dkf1+l8BqKJYVe2VZdPRKwbdjY=,0.026736833
h0YleWDYaxMT1oWA6FEr4GjypX21BZZe9VZf6CIAGAc=,0.0422546
KfLGnOmvsypOOmAfIVJ3c+Ld1/f5ACgPOW2FA0y0oqc=,0.11244268
kmSfHJhFup/+LkpDS/FJxh25gemZAqY1qKwELSRpC6I=,0.057090476
cD1RJnDTaVpBdjTy2HL5KMq0j0x9nhb5YRRiB3NOet8=,0.033292152
dRSJ0mLNiCq45XK89ie5fp8SsW867FMXZAN55CAsuK8=,0.17835191
zao7Dbjt+h3mXvH+2t0KxwASJk76CcTM6kZVApAaQsA=,0.03345342
IBtTByZCvZBXSqPP2j9K1aOtlB0TvjTXAaZzTCyp0Ng=,0.046257347
ZBOuLWBuH483C7QdqtorLL89K3kKAFszGec338j9pU8=,0.9790254
6Idx7MCUDakSqdsAohnx3dm3Ao3iP0bAROS0S6V+Bpc=,0.06291685
AgdwJlcLfeCtoz5jb9R+4CnEs+VqFhZcS41JryAsN/E=,0.027533244
7IrkOmuenJlqFMWl0TEnHlnX4jLYQXgcJJ7ugwup2Dk=,0.037416767
bZ7LvDJD0JGnzQdFTqWWraxQBceC7IPZYpwIq6EYLXs=,0.097654946
F+3oZmcoGz97B7zIJwNM+I4iBb8vEv5ta6eL9iMpp3s=,0.027308464
tgygNiI6tFeyl9Yv0N2eeuG9R2S23gu38kRu4vw1SoU=,0.15378527
hrQ45c+Lch7fe//IDxIA2ITq3p3u6IlGfJ3SkcV1XKg=,0.022075256
e/28nZyplWzkRJls8kVT9kL6vFvGVMUXi5uZqPyejrU=,0.04912377
N3FN8fefwoE6bY9x8G6REiCr2e1atJ1CTC0ehZTudzo=,0.04204023
APR5+rSav9C2J+oXYVpmizcluIZTJ4MkaMtHURUSQmo=,0.043589007
90+nDdEdUTIhPVB87dbUaejF7m3CAVI9lPOp/XsZzc4=,0.11999903
sgWTZUBcJQAcJOvGJ1WS4iYBX2Wz+4kkTiieyC/fpr4=,0.5746419
UqfGMONHvaFKewAJCRLZdl0hECfvLtZ5zbyys5jY0ds=,0.04863983
I/yDoLNDpw+QIeX850QURUeK99m24JyvP/0A9j/Mbkw=,0.030245524
v3vaNIY0isv0Ed6dyGE15HOIQJUX3+mdp8uSzoDNwbs=,0.036831584
SEugQmTC7K93pVBxSuNnV5L1GdIJ+ScgBQ6NungAMpA=,0.03738567
jk5Kfo6MuD+CLmrJtTFho2H86h8SdfPmI9sDxHEZ7vg=,0.042681273
mxCHCLJcvRQ5A7bE7Bj6KUmA9h0pYEPoKRmed+UEg3s=,0.09492692
CgG4DYazp5PqzJJ17nc0s3vwsB3FUWJf1gl2csZIlKQ=,0.042399116
vvwXHtsqpC2ghsdd30POW4CdwctcRDwo1fc/+eReJ3g=,0.07090238
zz6FVyCbt/cowrJOn8x/OB4aowRrQFLzDrlo/ULtB+U=,0.056396417
U62ayhCDXJ1cM+4CAsuFsZLD0XKjXNh+MlzS8J/BCfA=,0.86921364
78DAYeiKV6Q6UaAJ3KpyvXtZe8hmEDfWL2IAhKOlCTc=,0.039639454
+nvzYpoj+I7kjjZZuZWhLrPX8wsFDYuWTwOid00l1Ro=,0.9597734
7N+jEL2KhbukLB1dEV+tB7d+JCPhosoBb81uAADRLsk=,0.7070705
CHelUGjfjB851F5B2h/fbeyETuzBobLeuyr66UcbKHo=,0.22622204
toonA05bEW7Q14OO7GBbkwhnShefk6+sfonDoVzsCAU=,0.038598776
Y0XUines//WxxntxTXAKUGJd6CaJy77iSZr0JZgzM6I=,0.086999156
2JsIntoQQ94RcOptbW+yKG/+nu52dxcXKbiTBwfm1D4=,0.3949436
A/5gjYgkzBm2U26DmbvXt8B6lxfLQw2InxQk5S9VGrg=,0.054770965
tRwANNkFHcQUbH/UARbmvnmLK1NBLn/peuADJtdDvdY=,0.14463384
IVpbA2kPR+/glTNkhl7n64W+3f+rlvDuWgqmYbgmGwU=,0.03476096
mZZvklGQXZNea6PqklpNFJIBe09bRE07t80cVJiRXNs=,0.10863229
4v1VzzrHZsCkNTIissyJklXsOD8YZ3h/tw0zy/pX17U=,0.0859061
EvucMUx213sOvfO/ylc3YAXlqUvuKFXIZ/lLbgDTWzw=,0.18165793
kVqJw02TkWk+Ml8adrhBW6kPFk1ogQ6eUDT8PlZvumA=,0.031063095
396A8WLn+YXVgTebpzNPW9QrjrFduF1cAqDqruBy4p4=,0.48113444
3k/CJ/Eeh6j/Tu1619B9n2osxY3zFj6LtElGAYcOcdI=,0.046399668
QNa9sRtu/8bB2wLt+DMoACwiX8o7uRwI0Je9//E66Eg=,0.033398382
bx6xOqM2aMy3e2VKz2uratZBlV/9cWweOMsSqydR88s=,0.3958515
2q00SBI0Jo3KYVDt2U30R3WsOXTYViBoQI4o/BZ7zqg=,0.17524563
hCRQE5HfMBZUSHBg7/i58BUQqOXQi2gUs4T3MfcydRw=,0.015981873
g6hXsO0CohgyschW1onNeCatm0Pze1+dC2zcVpBaF3Q=,0.48777533
T2nda8jiLiztQNAYs7/79N4pDXXT/gZNze7AO4rEvZQ=,0.05901471
vt9tG9ayiiemngggK7oj6QoueMHsgMl2bdt+E8kH1Nk=,0.19099694
Znus4HOiCgmJ1YZP2JRKotFiMpdNhRqRMmB19s6EBII=,0.04377738
wVibLM5bvZ4oz8hBzoOM4NIXJvri6wdU2eML81SJoA8=,0.031162582
rYAFkXyAdQqz38altlpzZ8v1SIsQNk9Cav5Ngzyg96w=,0.028764213
n99lO/jVwbGgRgmSyDq2YpHRSuxNYdwfzyizS4H6byw=,0.038395002
O8NKAabJbM3cZLvSFddNgykKJ1DUsV1BfbCn+50ERI4=,0.027609142
JC0i2kpVc+B0G5oeLa4oQGDlDS9gsII6krOgo9CPf8A=,0.49467397
9NJGvmJpOFGlUjxQNG6/BkornziL3MIYn1Wl33OBUA0=,0.028506441
6An5DA+epqd6BrP/fl8kO/Z8zGquNPcnTQLF3YeGB6k=,0.03949812
JXD5O3G+vcEK8HDaUxUdXfqXKA/vq03dHSCPAMxfBtg=,0.06862368
GMImacpdT5b8nQ+pUwWzrUJt2CwVojHorRi7IcSUAmk=,0.13022658
q1jBBKV0PSvf1iFf2HgNg9Gn6+VcVMmv/IHxI/R4RcI=,0.045863833
Hm7yptGn0NjPM5YSoO+2lg027tqEDsfYevVpuqPu7hc=,0.22386958
hnj+SUFHoweLlmzdav/q7C5QqZhS4urLMsdq8QFzRHk=,0.1301473
oyIGD0C9Pz5RA7PhoIY01ATVALVBiPkUCpKNufgt29U=,0.06827819
MaTyv710DQVNbDT1IPoyflMbR4neLlK0eNKqr5iJFZo=,0.07208772
KR7iF3pi87/cpANDp8ts7jvTOp9bgcS9J99ZzGNGmXk=,0.069460645
AfSrqEbtraEHa9hvC/SOAgarl/JPZy3YyOGX9d9GudU=,0.03832831
2DdgK+c/As8zkzR6X271R6ZNYvONrSxTf44rrtbRvs0=,0.28811443
wD5RpgL0koUt2pK6EAx97If5fbmFFccfceH6ekUS/Ys=,0.03424722
dPIKeZKH8Iwwm9wROGz2hXwXOch5x3jwA+CDo/cyiw8=,0.048647244
YfEf48bh5p37GAaXG/WBFYrk1uDIV/RcrEEX0zm/MZk=,0.044971574
CxyVnh6F9YhOLKOJQXpuvrstilCkva4WwTor6Xv+l4M=,0.2549211
i2lAm6V1N6xYIJPUnqJ8097V0SlkrwD6HkhImELk31A=,0.0276034
C0Onq06usdmXQ0dk9ekWkqMUpvMKLpPlAOnZZijymKE=,0.041469466
AthTm95U39YOWhW5lp22NO6FfB8ssfj9qMw996hICxs=,0.045276627
7e8xmeHY85GhBL1hsbIQI7xPxyuKXWrR2+qR4qvCJfE=,0.3755424
+3QrouiThJk1xiq2PldATemr1Zh50QjmVHtTU1zVcEk=,0.108717695
70Qg6vp4RnPbKy0fkvHkg6W7kgjtgqcsNDoL6dJ71hU=,0.032799028
eyVDfb0iaHIldegYc4Z7VScSxm/NZtmFc0e23wrIHj0=,0.34335637
du2hGwKYB/F7SIUnSilU9e3DX6N3s1QB2biFnCDNIXE=,0.9803135
oYX0yQJXjKH6wtKiemhqvOg97L4ir3tpRFXqy/jp2+g=,0.04871179
9Vr3f0mkRbCl9RQWRTypIqhqR3Re7fvdUmTRAhiCnzQ=,0.15172234
Xd5zDXe8l1eknHDE5NH6j8IkWXDG8bJ+xtQNpxS85yQ=,0.031641435
8cw8DJvn10/hX/2giPCYhhx0MWqgmwUjf7Fs0/5DCKw=,0.8923491
nZ0PMBWINxwDlyflJOjryD9r8YmtuXXjkr62QJv1s/Q=,0.09836096
QC7Vw9wdSkTmIqUvxGURyy/5yU2imqKlJKQICUvG4TM=,0.046289377
sRT550rc5OiSQ24OyFMbl3lj2i/RILfQ0NvBtJ3K/bI=,0.036132894
IOYagtdr0CEK4jyvpodcM26nR5mZpS7BGYF7F2+dm/E=,0.067482956
T08dIBgPfXpWFOUNXya25upe60oeN/dxhK7VbQeWqis=,0.11259481
gGsXm3fvL6SIUHJTIzmvZ3ovj/BH7zoppJlomb9buRY=,0.12218166
2/VuGKHdh0akyWnPveJL7h0Amv5fa4FBYHn90VGyMyU=,0.023736922
le8o9Jj/5dut7L6e7SgWVjBBGOh8RZDYx5/x198ilHA=,0.037818078
8idV+2ribZS0VFgVTMqn6ioDSFmCiZhjQf83B97qeN4=,0.037174664
usHdf84gmKv9HMnW1tdflnA0RJZw32BNcEw17o62/5E=,0.07105689
Ek1qKVBXxE9ugRkR0BUC+z76dPRZQK+fEIkzc0Aeiug=,0.0394775
gmMO959UpjPkFGVKhtnj6jqeBGstmp9TdixvH30RHIQ=,0.046169452
VEdxpjGQNzS6aRaJ0jwPfPG7MdOhg6xFkCG9MSlEilw=,0.045381494
Go1TTGAVRcii3vc46+Dt1uAlWc/ZVBzXW/vdYbtYMsE=,0.03095735
hzkBDAqVr71xFtS5JJcWoyOWUVxXlo8PJYpuQNwEnuQ=,0.06585762
yHPnv/wDs9kw0UEYNX8Jbn4ym9KPAujE4ZHiF14m9AY=,0.12653147
OH7clqe4bJOHT9yg6II8Dy71yVpwxOcLqjU0VnncYNA=,0.5520868
SBfjUMjH7lEFHfdNPMPXQ9Y7WXeo7Zcopcs/gAv6gSk=,0.88608307
arYZEbm4zD0TRzcIrNGQ4FZSwVISMGicncdgYH/Ye7s=,0.040184416
LmwBIVanaUzLOCIA4yEqa4WZosDIuJD6YJ7xLjb96Uk=,0.68740356
GZ3dKs2aA44Tsj1EhCUCGFuUP9YfCju9SJBxTBhX3MM=,0.05811401
ORKgv8nmUCrVWV9M/uPrbZIzma8WdYWHnCKqCbkmHCc=,0.07791486
lQ7gDDFZPHO9w/TL9z0G6cxuIRO6o+Q6R1YvFu2CMJY=,0.1374102
3lU8ijbz5PvFzUXJkcEZzlaukl3T7JFqbHQ4u0TwB74=,0.18434876
9sPPJaIO5xVl9sF9HCkzMhwlRTzvX535+KAx2qHAPWc=,0.05365041
5DT7Hhmpm5PHRf5AV8JVX0mFd/oZpCK0HaDgvV/lGOw=,0.015887534
Aid0B+ySUN9ovrJOwCZcUB6oUX1sreoptyZoF1MccBg=,0.21008046
xFF4ru9SqYQOKk0pv5aDOLLNRqHjuK9jefqyGSafWvw=,0.03548187
rxtzZbC/hEGcqeQfYsjkRtupi6kUbMwu4FTpX1zXxpI=,0.03245205
WSDmFgN7r1y6KNyIpow9l5ODbCO2eNfaNi28G9I6JOI=,0.04044278
Xl9vv+wTyQigvL87gQ/GO2+Vd1koWdqBa4+irx6a7Tc=,0.03790364
TGU7dQMnzQgpAZuIOzQAGMC9nHuOwUXAmhrmKJqVzN4=,0.0327156
0QpfI6aBz9kCR7C1Df3b8lLqedkm2RBOFr8pTQZDbyw=,0.09856528
113RMYfhMHkgaMnJdHx8nmtxavIndUDnSKWob8EXbLo=,0.029538764
JZgFuqwr225vk26ONA/u4+ZBuXWeBlYzoooVTzcp5WI=,0.01900217
7qUyrfqZgoeypTVKCh5L7NxtBXCOzwRkoCrgqhyYX0I=,0.02938642
fYlKBEDhd9p6TT+IFoB2L8+hAACWKlKumiXGD+fKMUo=,0.0700516
qZHPbGs+FlP/xD3VVMeoIvcDLKu86x+qIbwaUWtm9YY=,0.034368224
E562Zx471irCs2THDQvRGlQRII46cOyKPmbYV9SR88I=,0.06486029
WPz5HVNypU5KA4WRl45c3lXB1jJvh/eM22LGEJdrpFw=,0.054287832
ylx3lDfNNY+nkV1MHGzG/TslE3c2605IYWtBmR6a16k=,0.051370133
eIMY+EBsDn6Tq74PUhq9mypCVWPleE7Rq1rtyG/7Fxc=,0.030439988
ExRZs4r5sX9PHSqHv6NVVE8QWJ+rqRafBQZCCdlgViE=,0.16838215
yNEcFCQbYgY+XDHMgjxAeCbrgcsKuGcyenY7qNtS3qM=,0.045473352
iNni5VobdtpXEoSypTMYqeO/UxQ+zK4vZdDHZ0TdMDE=,0.05279008
1kp5ndFI/2fHwWom2MWpRbf0OK2sHsV7t1SLK1xlZas=,0.070338435
SgQEZ4Ct7lOJ7H2Z/tzjxT801NRQ8i5d+Wovx1Sftqg=,0.013982396
Vdqc7MJ3/L7ujG12ZQAI+w+iyclPldgfcLNTS45sGwg=,0.05707204
kebOvo4ym2tYwCQOY5QL9X0Hi3vsnxcGpfGWnj2+YPU=,0.070553906
w3oERrdGY7pXGs4amMa2R10/CsNikDsGufuyF3uixdY=,0.027267989
uIjOomZjS3OT0ViOJEEc9hYs8cTk9bWre1JXVvRsIws=,0.021240158
g1gBFRkPIMngc/40bAjPXHSjBK4jxHniQq0H9HoOt+g=,0.039843436
aJPuKz6iWRPZzbOo1LmOvn8mkukjN07gqrQNJfYTniU=,0.048485167
lMu496p1Twl20iM+vdn9Wvgmk1N3FRSfGGhBjS1AQi8=,0.5811863
7rtyxsq3opIawqKzMlGIaJ8ZQTtASt9pADMG33XmwX8=,0.046140216
DK8FPZz4v1We6FP5Q8aTGuFiOjXB81Y6enRSsSFjzro=,0.036709905
kXMzYGFzABu5M2HY8QCjpCo9hWj8R4QD4lnaYGTZWC0=,0.03903398
cfLsnsgCeFn0YBWu77vL3+kaIiNbtoi/B+EjESiGCTE=,0.05154877
hHA/RRhDZke0xrbMG4dCPrFo4B7zzxXDgp2GLd0XpuY=,0.043092743
puYwd/uT/yFtMiCzU/T2fBB0coy2EeCAPWtSSKPGpYI=,0.16773055
4V+VptpQi4mnc6CoCYTWBUrsQbj0Be+VMhauW0/QDt4=,0.06754896
CNr5s+wHIUnecVf4wEfZ95w0QZMlX6eE5fZT+vfc9Ts=,0.04404414
PKj9lu0AZS0UqATeyMrmMMSNk4YzKaG8X46yrI/AA/M=,0.02875812
iTQXZCC9ltpUt9DQ65fVNf9E/ojBQ4XRlqk8xPkLdqs=,0.038234584
QC/vu8PflQco3vxNX/yhBi/AdL2QX77SrE937TRx4qc=,0.010654189
3pQREn9hBEOscb6mTXe5+MEi774ew9at8R4UGUr3gdg=,0.03149642
B0eKh8hv33mLMilRpbrgLVFNj9WtogpuVnriC7SHQB8=,0.03437556
KJ4UQDPFb8xIuhj1li8AHUMWajvTDJN3jqMsw1Ke1Kg=,0.12784022
2MoW+nSqb860PBV8m1uHUXmSdFdMpgvO9WItpF9uLDE=,0.049069777
Eba2+qxEa0CuKHA36n8uVsttenixxcmU1dAYprNY3k4=,0.18638967
WxYquIvTyBB722/IcsUVDNVFD/IN70orsNKWNV6zhzI=,0.21180089
