msno,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,transaction_date,membership_expire_date,is_cancel
Z8dGEc4h895efnfKes/UqirDfVDO1CnBL81vd3SfdQM=,31,30,149,149,1,20160930,20161031,0
8qA7yH07vHcWDkDbZhdRK3loXQ4T2h+W8uM+GYQDAU0=,37,30,149,149,1,20161001,20161031,0
nhv3mP+lcqnqQttFJuH2xsns4EcQ3clDVKHkRnOm2nk=,39,30,149,149,1,20150831,20151012,0
oEZVdHji/rg4EIbjP8X5AQI19lZEtD5BfFYbDT2VqgA=,33,0,0,149,1,20150831,20150930,0
QGS+IcKoy7xSx1Y8SbFwhCFpM/LNGY+MaTNPm1ZIxA4=,41,30,149,149,1,20161005,20161105,0
ZWxqvljwddUbn6iEBDYlVZRDaTKmrHvLtBo56KvRywo=,41,30,149,149,1,20160513,20160613,0
KfM3t9Y8EOyQ3BbPwPFYvI3tZJpIMr+bPgt2DF1ygPE=,41,30,149,149,1,20150405,20150505,0
LGhVlDMCDnlrTvKGg62t5778tRTNPBjLXVYgw2Wl9QU=,37,31,149,149,1,20150204,20150305,0
xbzihotCt/GrlHbfdntpkeOMDCwXjndq1RD1POfZXhA=,37,31,149,149,1,20150121,20150221,0
YCgj1hThb9zTn/dZNIQ38XfupV0NQhm0RBc7Xey30ls=,40,30,149,149,1,20161119,20161220,0
63A70anTaVZaiHjnK1kaXRasDZtxh/u8jLAE9nY94ks=,40,30,149,149,1,20170120,20170223,0
YtmoG0ZTZ8eCc7ASae+eIrSR53UxZqzMLPOCcSbTl3g=,40,30,149,149,1,20161222,20170121,0
f6ca8DynpqXhlsvRL/XCSm6ePa6Z291H9HPoexwTEs4=,37,30,149,149,1,20160214,20160313,0
LdvCMblMWYyPRC50YjNO97oqtA140wqfOwrpwQ2oY/E=,40,30,149,149,1,20160510,20160609,0
raMBrXqW7/BU8pZ7bjjiayDgTs8t2op30dYE2DXa8NI=,38,30,149,149,0,20151018,20151117,0
DcmrsLgA+McTT1f4sGLB+NeVwgXBSdSQNSg4WhdWwrc=,37,31,149,149,1,20150423,20150528,0
lUiq0ZJhPpHQy0jKegPWrkgRj82w9aKsF3mkq5QucZw=,40,30,149,149,1,20170207,20170306,0
Z/Khf4n2usG36rDxIuyuAO9jnfRgZn3BWT69Ajepnhc=,30,30,129,129,1,20170114,20170330,0
QycX/dKNgpqgLBZhWjd/iW+yi1JQXFQPEvwlynQrZ+A=,41,30,149,149,1,20160726,20160827,0
rcrTH/JY8LuM89p/fuNjT3AhX9xcJjK9XLDl5GwpkkY=,41,30,129,129,1,20160617,20160717,0
kdG7ZEoLyCOsh6Zh+qXrPygUFgJbKtZkC3ir9rjoMEo=,38,30,149,149,0,20150302,20150401,0
4LlVQ1fM0UkOrs2N590JIPQAVzTyY8wxb+nU5M0lwIg=,40,31,149,149,1,20150412,20150513,0
oVyaIJwHT3pDlvkUT7ziJauWuOVQ/94thi6wAQJaOkI=,41,30,129,129,1,20150610,20150711,0
fnZZsrozsxaIoum87JPMYRT6noAokEaQITR5O5lEtTU=,40,30,149,149,1,20160821,20160920,0
9bG7CumdyhCJZ6VvGh6UPuT/qru1Kj+gdybIMEFVK6w=,41,30,149,149,1,20151104,20151104,1
Vav2LhWfN8ybhhtIltHsBvuk0/ljFwO024K+AxRmwOY=,39,30,149,149,1,20160423,20160522,0
pqnq3uT8RfvdXCd306PUweDveOCnf/gqw9hL7aM8vHg=,34,30,149,149,1,20151130,20151231,0
RuDFymOlIHcMmGsqg1djFwpQpDI3SyaqaSpKl5V1eZ8=,40,31,149,149,1,20150201,20150302,0
e+LhO8RcWdvjo5y3FwPawvKtwEz+YAy2/hRm2jDgcis=,40,30,149,149,1,20170216,20170315,0
ymPVljXk2e+1lV1og4JoDRnmrl4JypNHw7JZMb63Nsc=,38,30,149,149,0,20160918,20161018,0
n5eDgMn4qzYAraIRf5tnTRzJji91zGDBj1m5zZUX0tA=,38,30,149,149,0,20150610,20150710,0
tfOdaB08OOrVtdiXb+qcKTlgElqitEMhCx/045Sd8Co=,40,30,149,149,1,20151111,20151210,0
tlpM/PAFVS3TGa9EkpiZfam4GQ4xOWBlPebFgRhs0Ss=,34,30,149,149,1,20170228,20170331,0
lRpWgTK8BngtLCLls1mfyaIdL1hgjocLvmMf1D1WBAE=,39,30,149,149,1,20161031,20161227,0
3koAXA9EuNoPkmQc2cNZuGH0jo4cabRvW1KxY4na104=,34,30,149,149,1,20160831,20160930,0
uVIQVTQvPZwOMb9XXVqxTQ+pmNqvv8KUs2MzzkBoUJw=,39,30,149,149,1,20160831,20161020,0
muuvmbXz0T6kpTmkPFW+pVHhB8COQZRcGH4P3DK/Ih8=,39,30,149,149,1,20160930,20161105,0
95u08OeyzPPIzd8vycSR/yGSYf+7e+WX9dFu700izok=,34,30,149,149,1,20160731,20160831,0
snG23OQZZJnDcFBRWy4tF0XKOri0DOPva7pyCwhBWTQ=,31,30,149,149,1,20160131,20160229,0
7AfbachfUJ8t4cNSjaSVZ6eEPoCInBY8eBUlWQEVi9k=,34,30,149,149,1,20160131,20160229,0
BK/NpnHwqnRSTfUwDQFKjWUtOkGNZ3W07wyIIpQdsWg=,34,30,149,149,1,20160131,20160229,0
qeJmjtThSnJ6Xx4/1CC8obByl/uQZH3KqjXUeDEwdfY=,39,30,149,149,1,20150630,20150824,0
xo0ditWVTgwcA6JuK6LZcSenwVSKzsIEzNBFamBQz6Y=,34,0,0,149,1,20150630,20150731,0
eMBBPCVPIOF7utpBg26gkoZa4Mb70jkt7Abl5KPYmTk=,29,30,180,180,1,20161209,20170112,0
ESq6jLWu93VYdR02L1YGgu+z4Z2lCRhNph5VQx8cQmg=,41,30,99,99,1,20161009,20161109,0
2inEpu2tDR2Vi/bOgcY8LatgzP3upMwcU7nTGNI1d0M=,37,30,149,149,1,20160307,20160414,0
+ONSEE/KxtncZWQ1zJcu2uNKreh7XjuUeGx6KnEm1gE=,40,31,149,149,1,20150324,20150423,0
PbA4RiKGf8x9KA1dHNsnOAFzeTyWiRpRdWRM5F0Pr5A=,41,30,149,149,1,20150324,20160921,0
toCrHBUnfKvalOthhwEk4/GgjO2INKDka9ApHuYgfjk=,27,30,149,149,1,20161105,20161205,0
q1eof1KN8ROINi0jwr1xp8N4clY/scyNBOqjdw3d7wI=,41,30,99,99,1,20161107,20161206,0
9HCPGWwleMelUud/ePakRZG0L3ieDGaAehio3xE1uPU=,38,30,149,149,0,20160422,20160522,0
g3DLO6C8aW+m54qHL6rRR7pmFA4xIA0m6NldVl+Wv8Y=,40,30,149,149,1,20160327,20160426,0
iTVC0rK5D7glZNFBGZGF98d6a2xBY2vqaiX09yRtZgg=,41,30,149,119,1,20150717,20160429,0
dxIvFCiQL9k7HH5Pp/Dre5JfxMPe9eRuTduiGX1ojPc=,41,30,99,99,1,20161117,20161217,0
ygL+6TDe3hRYPe2ytf1Ro7+dy4c7VD3OqPmj5DEaGnU=,36,30,180,180,1,20161118,20161223,0
EjN0O9ystD+4+oJYJJR+Md519eazYnZ2lWcLNDrt5xI=,36,30,180,180,1,20170223,20170322,0
knKV3F++MzJXIo0MalAqTbjFbw03rOXI5Z84hgeNoCo=,36,30,180,180,0,20160523,20160622,0
Y8d7bumd9L6ufvZZqyxweUmLKe8XwAt2sfH/Sk3btsc=,38,30,149,149,0,20160311,20160410,0
eDGlnQ81H3mFZ/jvypKV5sDHedevRxfKHgi8ZIe424E=,13,195,894,894,0,20160821,20170304,0
CgU0SU17435rc62anK4ljR8UukM7++hCGAMn65lIR+w=,41,30,129,129,1,20160206,20160509,0
QzrTNVpLatqMyFAK7LqaMaBVj64diUCcamEVgiwRr44=,37,30,149,149,1,20151125,20151225,0
4yXsaXFmTqi4WPzl7L5OZLmY4ymazoQSO3KZ4s6i8mE=,41,30,149,149,1,20150108,20161015,0
Lq/7ZA7DPZeUvznoygtUapQ3h04OYitrqKX9rXcqqrk=,31,0,0,149,1,20150930,20151031,0
DTN5n78iOmDSWTYt4u31MobxBiDMgTnIXFqID4Bz14Y=,33,30,149,149,1,20151130,20151231,0
j915unYgYP8uSVKACCJhJP+EmIkVPU49Gqdi755EVvQ=,37,31,149,149,1,20150228,20150331,0
DUG3SPwAJX77wvISK6g19rNlpkdrBmD7J/GaZ7NtupE=,34,30,149,149,1,20151231,20160131,0
Qn/6F8GMklU2TYwk/XyAVn/7PON6ubGtbgmxIwHdmxs=,39,30,149,149,1,20151202,20160103,0
2NW7osPF2JN+6DnhmBaMUOXFopj0FaUCW9Y9E5DVpbI=,39,30,149,149,1,20151202,20160103,0
N1Wpp1dEY12x6g6SNgf1Sgd6tR7b3OJ7YiMFHYhGwZ4=,39,30,149,149,1,20151202,20160114,0
MNJ6q6jkfwi6wZQIm21c+1PR8kJKtg4scYybI00P5jg=,41,30,149,149,1,20161010,20161111,0
qYJZvxJu84vUDozKS0RP2FwCKY1HR+meSHnHrb66XeA=,37,30,149,149,1,20160617,20160718,0
5VPPdks3c1/lMOtEnj1O8n+736U2P/nS7ldA3w1PLx0=,41,30,149,149,1,20160221,20160322,0
IJ7jlvZozb78o5xKg4wkB9n+TVbnyixrtgekoTn/UX0=,41,30,149,119,1,20150212,20150923,0
g8neDS/EUbiEmEAOO9FptufFfMYDkh1zPz9ffXdO7nA=,37,31,149,149,1,20150220,20150321,0
RRaJ4GHyr5uz2MHM9Hy3GVj9RxQp9Csg0dfmBuyoHVQ=,38,30,149,149,0,20170206,20170308,0
gsscCYpTpyPzb48LWMU8VR92XJqPInGUhnJ8R1CdiNI=,30,30,129,129,1,20160703,20160802,0
WxiLFrR+9XtwHVVZlUoEHMgO5Lwxa2MDcviWA5WzBSc=,40,30,149,149,1,20160102,20160201,0
OJBArtHj8Fghynd5iQx5JIiumLasCHQhQzfi0RGR0Ro=,38,30,149,149,0,20150908,20151008,0
CoxdyEBHEy4bzcSaiA3nP5UVpVcpAL3D/iHN1OS2DOc=,38,30,149,149,0,20160630,20160730,0
gLBuhTpeBdmneupN14JXbjPTMKgxH99ys3LEKAjDYWY=,33,30,149,149,1,20161031,20161130,0
cLvC//hYET/oyPsOv/bORv+PHjpWCTKyO9bBnkXvs/0=,33,30,149,149,1,20160831,20160930,0
fNS8w6IPA4tIl3IL1Ttfobt3fgh6Zax84WShCxteOZw=,39,30,149,149,1,20160831,20161029,0
bTtsIBi7ILuo+rfYQKObEh877b/yNQiZpf5qYnq1OcY=,41,30,99,99,1,20161130,20161231,0
TKj3ldfD4G/lye1rPuhonCAPR/AP6NXk5hMErNeTz0s=,40,30,149,149,1,20161001,20161106,0
sF6zFssKUC82V1gTfNLYkYM2+e8/qRuDM9srEgd0H8o=,39,30,149,149,1,20150831,20151027,0
cFcs5BAvf3WoTrVh1PzejGUA+JL1kqPgge7hcyplM74=,40,30,149,149,1,20170128,20170305,0
idwcSNdsustLBgklv9khMPNeCeCxE4KpCGf5tJ2Tc1I=,37,30,149,149,1,20151123,20151222,0
igQmkj0eoWXehVb1HaIcTJm3j5Wx1LAde8nR9ncJiTg=,40,30,149,149,1,20160316,20160426,0
cpyPFfLt0Vz8wLZ7k6dMDZ4krwT6NKRO84bC22PbYnY=,29,30,180,180,0,20161123,20161223,0
7OKhE9OMK2zZR3fpaRFNbTnpmma9xn6VzwW1Vw9oJE0=,41,30,149,149,1,20151119,20151219,0
