msno,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,transaction_date,membership_expire_date,is_cancel
RBJ4loZ0A0RoYgyM50l1Pjws3GJ3LtPLem9Oy4f7EKI=,38,30,149,149,0,2016-11-26,2016-12-26,0
kyT+cI7tuTvDETw5jlAW2IU8sQrLx1Bk2CF+zl1tsBY=,40,30,149,149,1,2016-10-28,2016-12-04,0
IQjgY263sUQHthTh2jlyzY9v5tsArkVI1sF+ry0Szi8=,36,30,180,180,0,2017-01-19,2017-02-20,0
f2m/E+vElRm5Ga1/41J/ANQpG69tbBIqNZTE1dYjtTA=,41,30,99,99,1,2017-01-22,2017-02-22,0
nAK01NQIiuzX27k2p7McJwDE0m48GefmoqQjhlRY8Ws=,37,30,149,149,1,2016-09-11,2016-10-11,0
L8GIA7BxXzeIGRZxp7m5HetKfiM0mEhZxcHJFoh3rac=,40,30,149,149,1,2016-09-11,2016-10-10,0
Nho6aAdSavuKG2BKba18Al8SiBT6mnnaRPSUJeKvCeg=,40,30,149,149,1,2016-10-27,2016-12-01,0
cQrpky1tLEAbHW+p93yv9EKEc3sCdWGrbC5zFW7hMus=,41,30,149,149,1,2017-02-06,2017-03-07,0
1DuvqZnJaP+o9K86zSlaA1RJv+7OavUTBDZA8zHMHGY=,36,30,180,180,1,2017-02-23,2017-02-22,1
ItItS+PI/u2oIkL0EjI6oHad2M5l/c0LylOXvec25JI=,40,30,149,149,1,2016-12-20,2017-01-19,0
hTko6zm3VeIcLsonFOrPbe/V9DLGta6y3YpGsHQ1OIc=,34,30,149,149,1,2017-02-28,2017-03-31,0
WUzbwHqzzgviELcSEcZHkrIhuuiCoJQdkLC16g/vf3c=,34,30,149,149,1,2017-02-28,2017-03-31,0
J82AeFmcQc0neILkT87NcceTN+wFB6j6KN72r77dntI=,34,30,149,149,1,2016-10-31,2016-11-30,0
rOX/xBbcIK5hO3ttiFD8YMtbky6xSdWWEWvmcS6l40E=,39,30,149,149,1,2016-10-31,2016-12-04,0
aujl6TH8kBSseUfgt/1MAFikWKJG/PYl02egcaj9I0k=,34,30,149,149,1,2017-01-31,2017-02-28,0
4N/+GpwMa5fCNnoyUadlRIdbL12S49EyQ3TA55+kb/s=,40,30,149,149,1,2016-09-01,2016-10-06,0
UfHDtoD8CJGGmtrG7Ns26EOCzNPrcET6NGWVGzAWG4Q=,33,30,149,149,1,2016-11-30,2016-12-31,0
Ci/rOLYYJ9t4nUNhfuX+ucIJGUokLBH3+M7wUZe8HF8=,34,30,149,149,1,2016-11-30,2016-12-31,0
z+Kcrr3KVR1iOTgpruLbKXjtWehGrKP6ITD/ov/yc28=,39,30,149,149,1,2016-11-30,2017-02-01,0
wPcjktcuPmibDiYYtI4EZGhpCnCx+wCckLnpXK74jnI=,39,30,149,149,1,2016-12-31,2017-02-05,0
ES3FMo6up9rKFI9hNL80xXRiRWjXZ6JRaowHEH89uiI=,34,30,149,149,1,2016-09-30,2016-10-31,0
7xdr00dqyGmc68Xv8xpJ6S71lRElOS7IACeo2N95Ids=,31,30,149,149,1,2016-09-30,2016-10-31,0
K9hy/ZrG6eOrzFnrUMrLovaEbrSA6nvcnvowo8wNq6Y=,23,30,149,149,1,2016-09-30,2016-10-31,0
ri+3Q3x01emdGWQSwFumMhJ79FnCfRfsfV3MedWXMec=,38,30,149,149,0,2016-12-27,2017-01-26,0
A/frkbtM6GR49ydHgV084y0pmAmaPcoZFBuEKwWtuCA=,41,30,99,99,1,2016-12-27,2017-01-27,0
t/nQMJ71r+Mehz7XRbdObZvQRj/LZPhRG4RZf7G2ojg=,41,30,99,99,1,2016-09-25,2016-10-25,0
L3CiKm/OyYofK85RvtzWHe1HYh2YugcBEP9nbwLlbyA=,36,30,180,180,0,2017-02-13,2017-03-15,0
e2wn1LUwx5YQ8Dv1coRDuYKNmZMMUJy7HNB0vGtxGlc=,40,30,149,149,1,2017-02-17,2017-03-17,0
j0IvRUMq2Nf6Y6cA2dydQHCuuDS62rVY2+WVLNu9/Tk=,38,30,149,149,0,2017-01-07,2017-02-06,0
LH/d2QhUVbiDROXVtVinMQkBDzIDYr1j24zZV9UeUbA=,40,30,149,149,1,2017-02-24,2017-03-23,0
cZGQz9W1cxhmlQ33UXN0qzFxEs0fLd43WCP6f0AH72k=,41,30,99,99,1,2016-12-18,2017-01-18,0
jqknvw8TTfIhU/ZYBS2toScNkToWCFqiO9vdFiSUxhQ=,41,30,99,99,1,2016-09-07,2016-10-07,0
JdjVGbbFygZaLzkrnBMzAA3YD0N+ywwyLARz9sQN5N8=,36,30,180,180,1,2017-02-20,2017-03-19,0
4YE70ZPdCpCocJ0G66RNUDgpPlkow47MrJly7hEqv+Q=,40,30,149,149,1,2016-11-13,2016-12-13,0
SoCmUg1Nmk9Kuk53a15LAvLjXrlX90goPobIPztpwyQ=,40,30,149,149,1,2016-11-07,2016-12-12,0
1Wg5iGWt4DwcBaqMPrrIgMFWyrRZYXf+eQagwCbQtv0=,41,30,149,149,1,2016-12-04,2017-01-04,0
x2+wcd+eb7j2eJpLoZ/3S739hmQ/q7CSlno2bu9pi+c=,36,30,180,180,1,2017-01-12,2017-02-17,0
8bL2z2OJQcDUCwBbcj1PR+mpz4cL4V1Vq7rRbADHzdY=,37,30,149,149,1,2017-01-20,2017-02-19,0
xVC0m0K36tgAMfKxxv53kwL1l28YbpkbHwMNuZDcKww=,36,30,180,180,1,2016-09-22,2016-10-21,0
Pds8QODip0F9AVdHwsYiTBDRc1FY61MkZ3A7H6G4FTY=,34,30,149,149,1,2017-02-28,2017-03-31,0
kB31fF1WtQGz3l8eKbmcEIn9CS70M0NzjS3+G4BhbtI=,31,30,149,149,1,2017-02-28,2017-03-31,0
RnH8jOcA9YqX8S5aFhQHLrepc4y0Y42L7dr5XS8MDBI=,33,30,149,149,1,2017-01-31,2017-02-28,0
YFr1TRWaXZvyGSyh7s0jQE/Up5jyfV+gMXBRFL2sOKY=,39,30,149,149,1,2016-11-30,2017-01-25,0
qsgpZInxVpJAn8DAmisY2paIMqwKmhIqmo3g8Jd6lzM=,33,30,149,149,1,2016-12-31,2017-01-31,0
1963OwMeIRXCu1UW0bEBvDgbKxV9OtrHBpeau7eOiEc=,34,30,149,149,1,2016-09-30,2016-10-31,0
9yjQuYLxCg0rgM3tZHp324PK29E24+nvwBjpIL4powc=,33,30,149,149,1,2016-09-30,2016-10-31,0
AhL0ObrcwYwlCkbEtdaQQH/RvIL0LfZ10kh2Ut/fFL8=,39,30,149,149,1,2016-09-30,2016-11-26,0
hmtx7JH01s36rqi3BVFasShm2QAo6UnhemHEIb6ZXXo=,39,30,149,149,1,2016-09-30,2016-11-07,0
4fhDyIGHn5Vo3kJsxzYzhr5Jtx3hAuLmYfDeSkP0OYw=,39,30,149,149,1,2016-09-30,2016-11-07,0
bUPmGpG+rhPi/VD4munKPN1SqYXlC1IUtyJFubOEjMw=,41,30,149,149,1,2017-02-02,2017-03-02,0
3tYOcynrFZs5yAIfk4w78c5wuyivqOqDqk6V4csTyUY=,41,30,149,149,1,2016-12-12,2017-01-12,0
3tFqaqkSBd2nOqkS/ANV1YMmdrVa5U55Uo4RiET3zDs=,30,30,100,100,1,2016-12-08,2017-01-07,0
q9O3QjuLQ2B/WIJPbR5LJEZ5mH8iAnaAqTSvB27W8+4=,29,30,180,180,1,2017-02-23,2017-03-23,0
FmIQeI4815mnTHfean/zi900S72xFcwhjPVk0VdUWdU=,41,30,99,99,1,2016-12-06,2017-01-05,0
svIhQN+nB1qDm29Yi5ZoxigyaP0BIF+n+DFZTCYtPzw=,37,30,149,149,1,2016-11-24,2016-12-23,0
5NR7ryx43CygSo+1BXq4pvN4aLz4ua8idskvtIo75Ug=,40,30,149,149,1,2016-10-11,2016-11-11,0
vVSKy3sypTGagyNgpCqsmwU556yn+HC/o5is3ugUIYI=,34,30,149,149,1,2017-02-28,2017-03-31,0
iLA2pf2NLr42lnN0CYgZRDAIFFG6ETfA39TcCRUKaNE=,39,30,149,149,1,2016-10-31,2016-12-11,0
Snk91sgCD5T/jwq1sa7s6ntojD/bT5rYCLOq9xC5OOE=,39,30,149,149,1,2016-10-31,2016-12-04,0
m1PGX7pyIDqhheAusFLtziqxeKnpAm/e0YqG6udGIFY=,39,30,149,149,1,2017-01-31,2017-03-20,0
IqDhM9jzsrgo6yJhopy2p4XS/rhFvJ18dmqdhGilfy4=,39,30,149,149,1,2017-01-31,2017-03-06,0
nfgfCJsfaaIjth/oyv+Jg2I0OELGrmCW67G+WBirbbM=,39,30,149,149,1,2017-01-31,2017-03-03,0
yy7rIcKX+WSYtJV9++XS/p4CkP8N3KAitCaPR894xWw=,39,30,149,149,1,2016-11-30,2017-01-22,0
x8xyRIByJNtwvk5IZJYToyUH20OVvh1vihjtfrotBKY=,37,30,149,149,1,2016-12-01,2016-12-31,0
zbXYyMTyx+IKHDcbbkHZIU/5MOLqiFx4tQf6tKXR5QA=,40,30,149,149,1,2016-12-01,2016-12-31,0
VwYjvkvn2HhP58EAZxAAL0/K7upUxgEF8noMnIUthIs=,33,30,149,149,1,2016-12-31,2017-01-31,0
VpfjENiPkTPQOdUqzZrobluUsqNPs3OTx95updsvIts=,34,30,149,149,1,2016-12-31,2017-01-31,0
GOGFw9em4vIMEwENFBsjuABS06eCcu9noq1v1508gmQ=,34,30,149,149,1,2016-12-31,2017-01-31,0
2iWD6o2YEQ/uTTXgCVFAT+POLaQp+FT/JIcI14gGfBo=,34,30,149,149,1,2016-12-31,2017-01-31,0
RI4zNUBfENNC3QOC0XthJmJaO67JYE4JKrKcsavA19o=,31,30,149,149,1,2016-09-30,2016-10-31,0
kn9XnYk/z8JaUDE4znAFluOT3nffnmF6I0iOW5wscf0=,39,30,149,149,1,2016-09-30,2016-11-26,0
Cg556tvtV1mKPqdLYsbrIRa9LHym66rfp953dmY9aXI=,39,30,149,149,1,2016-09-30,2016-11-13,0
tO2XcKqBB6WSnd+7J5e+e3nkUT3C7SwcTk3d9aR2o6g=,36,30,180,180,1,2017-02-12,2017-03-11,0
tiTMOoBwW+WJ6yyCdJO0/K6DNcXN4HBZYI9jp1cnB+4=,36,30,180,180,1,2016-12-08,2017-01-07,0
imvuLxRc25CoFqSR5j/ZVaP1wOyM8gYMO0DB8qz4V2c=,41,30,149,149,1,2016-10-06,2016-11-07,0
sIdbC4OOR7mEvHf/GcVH5lx0OYfebGQUICdy8hvrF1k=,29,30,180,180,0,2016-12-15,2017-01-14,0
9uDJv2+Nnq3EwRp+8+o+OH2PKRddoZzlpF3wpWe5/hk=,41,30,99,99,1,2016-12-27,2017-01-27,0
4/hvk//Q7uFfKZJlvUPC7D5zMZZSlkjFUM0mjqsbBRE=,40,30,149,149,1,2016-09-26,2016-10-25,0
oajXwtctF/0cK45nDY3XGC2USEuRUmA/0+fRQGbVWyE=,38,30,149,149,0,2016-11-22,2016-12-22,0
Q91zVdjuBjDX/CDiTjICQuFQ4Or19awJYqsVbr9fwt8=,36,30,180,180,1,2017-02-06,2017-03-05,0
Bhz6hSJChhxcIaT/Iov1oAk+RUvOab3IJ9aNzfBQZOU=,41,30,149,149,1,2017-01-19,2017-02-20,0
MoFstcxvaMnJpsbSEnO6ALX4lwYxS88XwrqVCwLiUJQ=,38,30,149,149,0,2017-01-22,2017-02-21,0
4VMPCZMsDt+6vRglOdSZgp6HUMFuGApwanpqO7KO2mY=,41,30,99,99,1,2016-11-08,2016-12-08,0
GXlfIosefNI/IjtQpW8aDxFimIXfNB6x59+ZAU/RP8I=,27,30,149,149,1,2016-09-02,2016-10-01,0
tBqbSgscppvCnvtUBzmN4A/IycIhDPuGnA9GZn0r0VA=,36,30,180,180,1,2017-01-27,2017-02-26,0
t9ey9MJcGJcDwoijf0rnxWyWrW2QzpSWMicGx2+FVmk=,36,30,180,180,1,2017-02-17,2017-03-16,0
mUC74ut5FZ8/CeI7rbvY+AM8yw/SGCYzysOe3T30xL8=,40,30,149,149,1,2017-01-05,2017-02-24,0
44G7KLTTKibsCswXtPwBUx8LWi9Qqna3qdOH2VVxOgQ=,40,30,149,149,1,2017-02-27,2017-03-26,0
xVjzPYO0TJ8kic9WDnW+UE+dXmroVn1UBk4x7Vuug6s=,41,30,149,149,1,2016-12-18,2017-01-18,0
7+w2XJo7T/2NPZb5qJJkccNvktahNGRLvqtdME6kucQ=,40,30,149,149,1,2016-12-11,2017-01-10,0
o1Kzay7P8bvZQ6TlspzCTikElsgDcRVCWj/dU1TKSaE=,41,30,99,99,1,2017-02-24,2017-03-24,0
XGNxuZqOxOtaCltwuLUBN96tOq9PKBdKwJkujZXHu+I=,36,30,180,180,1,2016-12-25,2017-01-24,0
NLXe2xQUl9V4/1p9mD8BYJlDtpyEsQBQfdMmqiQtrKs=,41,30,149,149,1,2016-10-03,2016-11-03,0
ZCWZ4cVTx2btxfcfpPZqy8WTNnTs+iwmKLQqZFv1oyM=,40,30,149,149,1,2016-10-15,2016-11-17,0
RY5ASgmO5VLgF63H3uxsWclUKpXoZ2DQJz1iEGkdvk8=,39,30,149,149,1,2017-01-31,2017-03-11,0
TR0k5ZUNldO0gmAbTvktzSQrQ0CQ2nkH/8r/qV+BWr8=,38,30,149,149,0,2017-02-01,2017-03-03,0
Nka4K4c1b4t4yi/SbSwHVIU+rB2ON2BiBUn9foz0BrI=,34,30,149,149,1,2016-11-30,2016-12-31,0
lzxQWBsu1ro/jYCQLB5YXfEzxuYBTkysXo8GJI2TtbY=,34,30,149,149,1,2016-12-31,2017-01-31,0
t4BlQEZ2TrUS59KD9BfkgSeOtMsoq8jzecYBS/zl7rw=,41,30,149,149,1,2016-12-31,2017-01-31,0
bjNjTYOnTmWvLQ8IH91TSmxEiIg2iAdn0jnQqzLD0kE=,39,30,149,149,1,2016-12-31,2017-02-06,0
nAOxYbH1TnI1pSL47bahXHSVGM4QaCzIQH/lc3+IXLs=,34,30,149,149,1,2016-09-30,2016-10-31,0
eCrStsDJivMCwAX+Ghh/pN/tvJo5CYxPrW8YNGOQaEw=,41,30,99,99,1,2016-09-30,2016-10-31,0
qZk+Aa/30GaoF/HFfC9+PSVXn/8inpQGOXwVAggptJ0=,39,30,149,149,1,2016-09-30,2016-11-10,0
D7auPHyyx1Ww9nOH7QnZ4ycUIOdrfrjciuedA4kjca4=,37,30,149,149,1,2016-10-01,2016-10-31,0
XlKzTeN40AKS0lAlT3ISvDjZq0fbpglflaqJdrguKDY=,41,30,99,99,1,2017-02-03,2017-03-04,0
etoVBHE7nggYrGFF7nhgvmKIxYMiRs605KZlftd81vg=,38,30,149,149,0,2017-02-04,2017-03-06,0
CZ4gJWDq+N65Ct8z/MlXZXm8raXWxc7jduYJGolTBHU=,40,30,149,149,1,2017-02-08,2017-03-07,0
RxLFvzRkeJfom3pYPIv8jKYz5A2n+vvVssV07MesQS0=,38,30,149,149,0,2016-12-08,2017-01-07,0
XRO5e1x8viOHVNoGv4Pv+hmfwGJdZ5hDlWtKGaxb9nU=,40,30,149,149,1,2016-11-04,2016-12-06,0
lztFwPIOpH3Z/4poH2ern6qVKGfYVKC3kpl7IN5l5Ac=,40,30,149,149,1,2016-12-22,2017-01-21,0
NQBDqtaKCd9zubnvUkld8S1BIbOmvob2jdPOdi9filI=,41,30,149,149,1,2017-02-14,2017-03-14,0
70a6k/bEZ5Lx405X/FS7OraW2mxhVCqho2mroCyJrLY=,37,30,149,149,1,2016-09-12,2016-10-12,0
eCJcozgDtTpQ3kRzKdsObOvNT71DwJP33hJMt0Wb+FY=,37,30,149,149,1,2016-10-02,2016-11-01,0
eBYeal6e6GHHgQsiY2ACLggFukskcXAxrouiRhzyiPg=,29,30,180,180,0,2016-10-29,2016-11-28,0
EvucMUx213sOvfO/ylc3YAXlqUvuKFXIZ/lLbgDTWzw=,29,30,180,180,0,2016-12-31,2017-01-30,0
4aRFGkKzGUpqTbjojytAtRQNdx0egL02hjJhSqq0+NA=,36,30,180,180,0,2016-11-30,2016-12-30,0
R0KvMNHa6NUGKAWligWsPt/iy0Rne+BzIURDw2D6ZQI=,38,30,149,149,0,2017-01-02,2017-02-01,0
WjcknYpjlzzRZdgVVt4HV12Aq22UHZdGkPRWh7I9MP4=,40,30,149,149,1,2017-01-13,2017-02-12,0
TDCp0+fOV5cAkhdlYf4EsSC2nx130I0N1ePIRBshiBQ=,41,30,149,149,1,2016-12-06,2017-01-07,0
vtUJHqJdj7maYKHCx5iAtLdYQbiyB1uY/FKuIydJ3jM=,41,30,99,99,1,2017-02-26,2017-03-26,0
vfk996COQqF89TIIJaS25OnmPdYbjBHVRizV4cCmTbA=,40,30,149,149,1,2017-01-25,2017-02-24,0
PL/jWyei2K9TVoh1PnKThSdiMFqF7xeovqLnxcWB3gs=,38,30,149,149,0,2017-02-20,2017-03-22,0
JpSczs65bs+rtBZMrh4tA3+fCtdGqh9swnXVk80PqlU=,36,30,180,180,0,2016-10-18,2016-11-20,0
W5cx5V4uxoxNP35yBtPIhggzctwUds4qiPUqlQMQhCg=,41,30,99,99,1,2016-10-21,2016-11-21,0
Ex6kAj4cHjvI9neMXI2OMMV4ayZl6PUjdZfX+9pLtd4=,41,30,99,99,1,2016-11-12,2016-12-12,0
QS4QM8zlouUMlH59UEo7HHY83RH0z939+dnkFVRt/Cw=,41,30,99,99,1,2016-12-04,2017-01-04,0
ky5NiUOFjursfbPDgwuPoBdk+hke/A+l59yJ0UHC56Y=,41,30,99,99,1,2017-01-21,2017-02-21,0
D/Abk/gsNhU3izEEVFQhqQpW6I5J0kZWoN2lEGWjZh8=,37,30,149,149,1,2017-01-21,2017-02-21,0
SH6xlo7PU9cmXtY++e8kKHHhUBRWYHdqGbP37C4clDc=,28,30,150,150,0,2016-09-12,2016-10-12,0
Jf1DDE97kq3RGF2j4jh4knhC6Tm/RjavYFf/J7QnPOI=,29,30,180,180,0,2016-12-29,2017-01-28,0
Uf2cERtsvJJjrndQrsBfeqKxfJrFjO++tkwoGnbGJA8=,39,30,149,149,1,2016-10-31,2016-12-09,0
Cw34cckpvvVWQGQ1Q2E72PybcR+z95XGX9SsDiFq1iM=,39,30,149,149,1,2017-01-31,2017-03-15,0
eELqcbX7YFBbj9yXN0DP9xOrJ716fQ5C4Q5S5zq9lWg=,39,30,149,149,1,2017-01-31,2017-03-17,0
+2w7ULaOR9+6w+uuulmUyElBUqhG/Afy1SXAhPNKnjU=,39,30,149,149,1,2017-01-31,2017-03-18,0
A/a32bX3r/w/6maqUaD6hYJz3tLcmPBbQkvbVgi01AE=,33,30,149,149,1,2016-12-31,2017-01-31,0
Ozeet8mFulV6uHIeLlB9VntCsMNuUddZ2tIwxMwLErU=,34,30,149,149,1,2016-12-31,2017-01-31,0
7h5BvQzl2CtSKX6MJJSaMV5JwftVP5LF1kcVMZvG0GA=,41,30,99,99,1,2016-12-31,2017-01-31,0
VvKefh3WQvoRkPF1uw15PWV1jqgoaW/Orgv+DGY/uyo=,34,30,149,149,1,2016-09-30,2016-10-31,0
PDemkWu/pWne8R5uh+kW6lIN89QLPwGKb/hxNp9Aaeg=,33,30,149,149,1,2016-09-30,2016-10-31,0
k+fU9GQfp5lDsTPfa/G5RiGD5GL8my5hG0t3PHhvnVA=,39,30,149,149,1,2016-09-30,2016-11-14,0
DayHQuMsTpRpydauVBmhmD/4Z3H7CpK0O+13Oz25ZqQ=,39,30,149,149,1,2016-09-30,2016-11-16,0
ucybTOcBt3R141mqI67XaxLNrTG3uNtoGzVoTsH3170=,40,30,149,149,1,2017-02-12,2017-03-11,0
O+tcaxIghvY0MdScFHbjfDuuk0meHATQPhEoNd2B4NA=,38,30,149,149,0,2017-02-19,2017-03-21,0
NdpN+takEE7gbkz1bUEtPosJaktGCq6EcgzHCw114es=,38,30,149,149,0,2017-01-26,2017-02-25,0
gFQc5qDSF+kbhac4Ml32ZJuMwogEbDUnj9i75E8UYEw=,30,30,129,129,1,2017-01-15,2017-02-14,0
e2IG7F0ygCkTha3dr1VGojj1p7zrnPTvCuOXlJ5JXi0=,41,30,149,149,1,2016-10-05,2016-11-09,0
D/whJxll7ANumRRg9iSkva5iQd9zYCG+lQldbLIsK7Y=,37,30,149,149,1,2016-12-13,2017-01-12,0
v37zlkbEIraYstwhKA4KXDhqgFyplRaDjKnVtIm6AdU=,40,30,149,149,1,2016-12-13,2017-01-13,0
ExAWwJ3o0XK62f2xuSb5baKXhFDGshImvoQbyfqLwHc=,36,30,180,180,1,2017-02-17,2017-03-16,0
ETaaDsw9xfPga6qnSw6Z6pl7lqdrAUaCQrl9v1Oo3gE=,40,30,149,149,1,2017-02-13,2017-03-13,0
ddlFo1e2t7f8l8uF9vOnfV98Od11O9T7xYgjEv+d7fo=,38,30,149,149,0,2017-01-25,2017-02-24,0
ojPue6wxx34aslGDEdX5JuYxXrexBWROe+mQCBhwWk4=,30,30,149,149,1,2016-12-19,2017-01-18,0
OzaIVEi3EXRPjMr/mgSPn94zSbUMlkfikDCtw2UH8sk=,41,30,99,99,1,2016-12-17,2017-01-17,0
kvCYeThJkH0JuEJas6UF4RPpuzGYsI6GYiNmUVVSZqk=,37,30,149,149,1,2016-10-03,2016-11-02,0
WZCoM3MCRg0NiNGzE0IACJxLKpVB1WIUFOGwaEUeSwM=,41,30,149,149,1,2016-12-03,2017-01-03,0
EBKCbO/rClyKja9Zb8bssn8oQM5j+pMzrVNr+E6SzBY=,29,30,180,180,1,2017-01-17,2017-02-17,0
Ujxbs+vUsWBPy+tcrRVV34quD+gmCu6GjHWVkOB2nkk=,37,30,149,149,1,2017-01-18,2017-02-17,0
JYjcok3TRlqH+Y6d5J0WyQkVGlqbHiguj5JoIhDigXM=,36,30,180,180,1,2016-09-23,2016-09-21,1
7r5dsP4pkWA3F7YQRsSWdIor/eULrLGdDHd1u2gX++o=,40,30,149,0,1,2017-02-11,2017-03-10,0
bJjH1YHOWiLbfmcjSGS31H9Y0pwMqpLYRBgCdNQ+O4o=,39,30,149,149,1,2016-10-31,2016-12-04,0
